metric,predictor,n,pearson_r,pearson_p,spearman_rho,spearman_p,pearson_p_bonf,spearman_p_bonf,pearson_p_fdr,spearman_p_fdr,pearson_sig_bonf,spearman_sig_bonf,pearson_sig_fdr,spearman_sig_fdr,spearman_effect_bin
bugs_per_kloc,staleness_days,262,-0.14178520480240542,0.021697051396388202,-0.21054403201012617,0.0006031640455595344,1.0,0.03257085846021486,0.14645509692562036,0.005428476410035811,False,True,False,True,small
bugs_per_kloc,commits_last_12m,262,-0.009470885808964595,0.8787373067736384,0.31399444459015485,2.1030020119525344e-07,1.0,1.1356210864543685e-05,0.9504408630980312,5.6781054322718435e-06,False,True,False,True,moderate
bugs_per_kloc,repo_age_days,262,-0.03237725536025846,0.6018774005616754,-0.005877381825537761,0.9245692653630471,1.0,1.0,0.8784156656846073,0.9821387655069074,False,False,False,False,negligible
bugs_per_kloc,log_stars,262,0.05544281668302197,0.3714197676930093,0.06025609562681424,0.3312746354638938,1.0,1.0,0.7714102867470193,0.5590259473453209,False,False,False,False,negligible
bugs_per_kloc,log_forks,262,-0.007985769095552743,0.8976385929259183,0.06295483598430525,0.31003530661436357,1.0,1.0,0.9504408630980312,0.5590259473453209,False,False,False,False,negligible
bugs_per_kloc,owner_is_org,262,0.1607356233764036,0.009153667218404922,0.06421716791175862,0.3004145595164436,0.4942980297938658,1.0,0.14388153097515333,0.5590259473453209,False,False,False,False,negligible
code_smells_per_kloc,staleness_days,262,-0.16729727025883626,0.006644616329185435,-0.15133792950162364,0.01420469287801794,0.35880928177601346,0.7670534154129687,0.14388153097515333,0.06392111795108073,False,False,False,False,small
code_smells_per_kloc,commits_last_12m,262,0.017979190774445486,0.7720836008270321,0.2676794291337519,1.12069114194642e-05,1.0,0.0006051732166510667,0.9504408630980312,0.0002017244055503556,False,True,False,True,small
code_smells_per_kloc,repo_age_days,262,-0.08206987038941177,0.18540338736698578,-0.10816739966114555,0.08053302509173328,1.0,1.0,0.5269359430430122,0.2899188903302398,False,False,False,False,small
code_smells_per_kloc,log_stars,262,0.08588827951770567,0.1657045991772359,-0.002697408660807453,0.9653406803944806,1.0,1.0,0.5228483906986988,0.9821387655069074,False,False,False,False,negligible
code_smells_per_kloc,log_forks,262,0.01043809026495588,0.8664637232449847,-0.03939345642493944,0.5255351162069091,1.0,1.0,0.9504408630980312,0.805073145560529,False,False,False,False,negligible
code_smells_per_kloc,owner_is_org,262,0.1437136852614249,0.01995570382280459,0.07863432693268761,0.2045526478066836,1.0,1.0,0.14645509692562036,0.46024345756503815,False,False,False,False,negligible
vulnerabilities_per_kloc,staleness_days,262,-0.014190382242443848,0.8191762141006076,-0.07504436269618789,0.22604919934636353,1.0,1.0,0.9504408630980312,0.46948679864244736,False,False,False,False,negligible
vulnerabilities_per_kloc,commits_last_12m,262,-0.029432716687126336,0.6353323755222662,0.05610439662991751,0.36573063719572274,1.0,1.0,0.9028407441632204,0.5984683154111826,False,False,False,False,negligible
vulnerabilities_per_kloc,repo_age_days,262,-0.03802463335133715,0.5400342587921966,-0.06060892581040296,0.3284458777148723,1.0,1.0,0.855249728303687,0.5590259473453209,False,False,False,False,negligible
vulnerabilities_per_kloc,log_stars,262,-0.03789708989137457,0.5413953179028832,0.07951805635214967,0.1994954451207481,1.0,1.0,0.855249728303687,0.46024345756503815,False,False,False,False,negligible
vulnerabilities_per_kloc,log_forks,262,0.002820169111813306,0.9637643721202042,0.08595865043757199,0.16535686148884476,1.0,1.0,0.9819486055564344,0.4254882575277928,False,False,False,False,negligible
vulnerabilities_per_kloc,owner_is_org,262,0.009696667413249253,0.8758694893642543,-0.19313437275466658,0.001684704787376925,1.0,0.09097405851835394,0.9504408630980312,0.012996294074050565,False,False,False,True,small
security_hotspots_per_kloc,staleness_days,262,-0.02734466206783237,0.6595184791225568,-0.0325770021792046,0.5996367939384712,1.0,1.0,0.9131794326312325,0.8751455911534445,False,False,False,False,negligible
security_hotspots_per_kloc,commits_last_12m,262,-0.04752324202061331,0.44368480933906523,0.10245694550207458,0.09795726168738901,1.0,1.0,0.8402055597770562,0.3111583606540592,False,False,False,False,small
security_hotspots_per_kloc,repo_age_days,262,0.0798872519400813,0.1974098129356051,0.019778211992866772,0.7500004577335437,1.0,1.0,0.5330064949261338,0.9418610399444503,False,False,False,False,negligible
security_hotspots_per_kloc,log_stars,262,-0.04674203175575288,0.4512215043247154,0.06787255415694902,0.27368183973848326,1.0,1.0,0.8402055597770562,0.5473636794769665,False,False,False,False,negligible
security_hotspots_per_kloc,log_forks,262,-0.036692939972974375,0.5543285276042416,-0.0029735640202263004,0.9617949000132622,1.0,1.0,0.855249728303687,0.9821387655069074,False,False,False,False,negligible
security_hotspots_per_kloc,owner_is_org,262,0.07255280894614116,0.24188126615166908,-0.020754635781804608,0.7380982323774101,1.0,1.0,0.5937085623722786,0.9418610399444503,False,False,False,False,negligible
vuln_blocker_per_kloc,staleness_days,262,0.08621119354215209,0.16411341582592806,-0.08593621724496496,0.16546765570525276,1.0,1.0,0.5228483906986988,0.4254882575277928,False,False,False,False,negligible
vuln_blocker_per_kloc,commits_last_12m,262,-0.012823166043492415,0.836340133498734,0.16207736592823227,0.008581082315272362,1.0,0.46337844502470754,0.9504408630980312,0.05617800810892831,False,False,False,False,small
vuln_blocker_per_kloc,repo_age_days,262,-0.050632955140092376,0.41440240827111163,-0.08840316928794668,0.15361350727909623,1.0,1.0,0.8288048165422233,0.4254882575277928,False,False,False,False,negligible
vuln_blocker_per_kloc,log_stars,262,-0.10068912134932487,0.10392028424875262,-0.02693433025926962,0.664314310369222,1.0,1.0,0.5101541226756947,0.9198198143573842,False,False,False,False,negligible
vuln_blocker_per_kloc,log_forks,262,-0.0963207694886954,0.11988622424383891,0.001389755476114054,0.9821387655069074,1.0,1.0,0.5154034746386541,0.9821387655069074,False,False,False,False,negligible
vuln_blocker_per_kloc,owner_is_org,262,-0.01997974089420052,0.7475389413545426,-0.07952184878126053,0.19947394017124276,1.0,1.0,0.9504408630980312,0.46024345756503815,False,False,False,False,negligible
vuln_critical_per_kloc,staleness_days,262,-0.1571126962917274,0.010872585751450798,-0.15647230070764126,0.011204456158534758,0.587119630578343,0.6050406325608769,0.14388153097515333,0.05617800810892831,False,False,False,False,small
vuln_critical_per_kloc,commits_last_12m,262,0.024570195346171164,0.692207197376068,0.2545494631655097,3.053667426712281e-05,1.0,0.0016489804104246315,0.9344797164576918,0.00041224510260615794,False,True,False,True,small
vuln_critical_per_kloc,repo_age_days,262,-0.0907415370168922,0.1429807820396711,-0.1412253253500714,0.02222661311837962,1.0,1.0,0.5228483906986988,0.09232593141480766,False,False,False,False,small
vuln_critical_per_kloc,log_stars,262,0.08418621824989934,0.17428279689956627,0.01981158761678809,0.7495926251680166,1.0,1.0,0.5228483906986988,0.9418610399444503,False,False,False,False,negligible
vuln_critical_per_kloc,log_forks,262,-0.004105747492365943,0.9472664911661416,-0.03833631009913402,0.536715430373686,1.0,1.0,0.9819486055564344,0.805073145560529,False,False,False,False,negligible
vuln_critical_per_kloc,owner_is_org,262,0.15274016160342543,0.013322363979180862,0.04395591410966925,0.47867880437462784,0.7194076548757665,1.0,0.14388153097515333,0.7602545716538207,False,False,False,False,negligible
vuln_major_per_kloc,staleness_days,262,-0.16465818584598682,0.007568529049041667,-0.16022054440589412,0.009382326513897704,0.40870056864825,0.506645631750476,0.14388153097515333,0.05617800810892831,False,False,False,False,small
vuln_major_per_kloc,commits_last_12m,262,0.008294353095111222,0.8937060831903063,0.2501244927855771,4.2302341099032106e-05,1.0,0.0022843264193477338,0.9504408630980312,0.0004568652838695468,False,True,False,True,small
vuln_major_per_kloc,repo_age_days,262,-0.07798065214028324,0.20835254448247018,-0.060383984031948945,0.3302475067220588,1.0,1.0,0.5357636858120661,0.5590259473453209,False,False,False,False,negligible
vuln_major_per_kloc,log_stars,262,0.08567653583690055,0.16675422899266243,0.00643897946265607,0.917386224935605,1.0,1.0,0.5228483906986988,0.9821387655069074,False,False,False,False,negligible
vuln_major_per_kloc,log_forks,262,0.014602544369935801,0.8140184218459805,-0.008095078505011283,0.8962452928533787,1.0,1.0,0.9504408630980312,0.9821387655069074,False,False,False,False,negligible
vuln_major_per_kloc,owner_is_org,262,0.1437097954401777,0.019959090362441555,0.009957113557609204,0.8725633862393573,1.0,1.0,0.14645509692562036,0.9821387655069074,False,False,False,False,negligible
vuln_minor_per_kloc,staleness_days,262,-0.13668496246079745,0.026949148648043892,-0.15602101118290046,0.011443668318485397,1.0,0.6179580891982114,0.16169489188826336,0.05617800810892831,False,False,False,False,small
vuln_minor_per_kloc,commits_last_12m,262,0.09524967692000287,0.12407861426486118,0.3161625806667657,1.7155771012001466e-07,1.0,9.264116346480791e-06,0.5154034746386541,5.6781054322718435e-06,False,True,False,True,moderate
vuln_minor_per_kloc,repo_age_days,262,-0.03940337000875514,0.525430834082026,-0.10289201428046454,0.0965322257136182,1.0,1.0,0.855249728303687,0.3111583606540592,False,False,False,False,small
vuln_minor_per_kloc,log_stars,262,0.04369659905932314,0.48127971647961815,-0.0043730148800908124,0.9438392245502205,1.0,1.0,0.855249728303687,0.9821387655069074,False,False,False,False,negligible
vuln_minor_per_kloc,log_forks,262,-0.0209123715962601,0.7361812518049096,-0.0288551273455737,0.6419854423073407,1.0,1.0,0.9504408630980312,0.9122951022262209,False,False,False,False,negligible
vuln_minor_per_kloc,owner_is_org,262,0.0672053272267569,0.2784367742600364,0.09561372020586906,0.12264112937421622,1.0,1.0,0.6451112792272325,0.3679233881226487,False,False,False,False,negligible
vuln_info_per_kloc,staleness_days,262,0.06606169084175187,0.28671612410099223,0.13689476602984024,0.026713318018471818,1.0,1.0,0.6451112792272325,0.10303708378553415,False,False,False,False,small
vuln_info_per_kloc,commits_last_12m,262,-0.038245763138172795,0.5376785498290365,-0.0015225251556652986,0.9804327256220032,1.0,1.0,0.855249728303687,0.9821387655069074,False,False,False,False,negligible
vuln_info_per_kloc,repo_age_days,262,-0.0007752803801775801,0.9900354723933514,-0.01667568014738775,0.7882009356443425,1.0,1.0,0.9900354723933514,0.9458411227732109,False,False,False,False,negligible
vuln_info_per_kloc,log_stars,262,-0.11979270927694896,0.05277925328143771,-0.07522847999906784,0.2249091457782631,1.0,1.0,0.28500796771976367,0.46948679864244736,False,False,False,False,negligible
vuln_info_per_kloc,log_forks,262,0.033425455467801055,0.5901616298095523,-0.017326516115965706,0.7801418922330122,1.0,1.0,0.8784156656846073,0.9458411227732109,False,False,False,False,negligible
vuln_info_per_kloc,owner_is_org,262,0.060251896918659766,0.33130839194425804,-0.025468231017766442,0.6815603811804845,1.0,1.0,0.7156261265995973,0.9201065145936541,False,False,False,False,negligible
