repo_url,owner,repo,bugs,code_smells,vulnerabilities,security_hotspots,vuln_blocker,vuln_critical,vuln_major,vuln_minor,vuln_info,ncloc,files,functions
https://github.com/Sceptre/sceptre-hook-template,sceptre,sceptre-hook-template,0,0,0,0,0,0,0,0,0,11,4,3
https://github.com/rexzhang/python-project-template,rexzhang,python-project-template,0,0,0,0,0,0,0,0,0,57,4,5
https://github.com/VolkanSah/Instagram-Suspicious-Followers-Detection,volkansah,instagram-suspicious-followers-detection,0,1,0,0,0,1,0,0,0,53,1,0
https://github.com/Sigmanificient/SimplePythonBot,sigmanificient,simplepythonbot,0,0,0,0,0,0,0,0,0,248,3,21
https://github.com/quintenroets/python-package-template,quintenroets,python-package-template,0,0,0,0,0,0,0,0,0,69,15,6
https://github.com/Bklieger/Joycoach,bklieger,joycoach,1,9,0,5,0,3,6,1,0,573,13,23
https://github.com/sansmoraxz/lamb2numb,sansmoraxz,lamb2numb,2,6,5,0,0,0,13,0,0,166,5,15
https://github.com/SunsetMkt/BeyondSilence,sunsetmkt,beyondsilence,0,28,0,0,0,2,25,1,0,313,7,11
https://github.com/KurosawaAngel/aiogram_template,kurosawaangel,aiogram_template,0,0,0,2,0,0,0,0,0,516,40,41
https://github.com/Suundumused/multi_py_tools,suundumused,multi_py_tools,0,0,0,0,0,0,0,0,0,35,2,3
https://github.com/Vishal8700/Microsoft-Reword-Script,vishal8700,microsoft-reword-script,0,2,0,1,0,0,2,0,0,88,2,3
https://github.com/sagar8080/data-fusion-engineering,sagar8080,data-fusion-engineering,3,20,0,0,0,17,3,3,0,2624,22,113
https://github.com/Axect/DeepONet_Template,axect,deeponet_template,0,12,0,4,0,4,1,7,0,630,7,40
https://github.com/OCCASS/aiogram-bot-template,occass,aiogram-bot-template,0,6,0,0,0,2,1,3,0,385,35,36
https://github.com/tharun9494/Women-safety,tharun9494,women-safety,0,8,0,0,0,0,0,8,0,228,3,15
https://github.com/inchei/bangumi-let-me-watch,inchei,bangumi-let-me-watch,0,0,0,1,0,0,0,0,0,105,1,5
https://github.com/thirdeyenation/agentzero-community-devtest,thirdeyenation,agentzero-community-devtest,11,313,0,12,1,60,150,111,2,6294,106,528
https://github.com/kengz/lean-dl-example,kengz,lean-dl-example,0,4,0,2,0,0,2,2,0,153,7,17
https://github.com/rocapp/desmos2python,rocapp,desmos2python,5,52,0,4,0,12,17,28,0,1473,32,155
https://github.com/kivicode/Python-Project-Template,kivicode,python-project-template,0,0,0,0,0,0,0,0,0,22,3,1
https://github.com/qc824676623/GitGuard-Analyzer,qc824676623,gitguard-analyzer,0,16,0,6,0,6,8,2,0,750,2,15
https://github.com/karilint/django-docker-project-template,karilint,django-docker-project-template,0,5,0,4,0,0,4,1,0,217,11,2
https://github.com/Esscraye/fastapi-template,esscraye,fastapi-template,0,6,0,5,0,4,1,1,0,642,23,62
https://github.com/ttb-git/nasa-ros-rosa,ttb-git,nasa-ros-rosa,6,42,6,3,6,11,16,20,1,3109,34,253
https://github.com/ModelingHCDecisions/lab-discrete-event-simulation,modelinghcdecisions,lab-discrete-event-simulation,0,38,0,0,0,1,4,33,0,322,8,36
https://github.com/Ftarluse/CASS-ADM,ftarluse,cass-adm,0,59,0,0,0,14,32,12,1,2541,12,115
https://github.com/aaravraina3/Marco,aaravraina3,marco,4,132,0,6,0,22,65,49,0,7798,62,333
https://github.com/lf-lang/lf-zephyr-uc-template,lf-lang,lf-zephyr-uc-template,0,0,0,0,0,0,0,0,0,25,1,4
https://github.com/jammd1/ohjigo_library,jammd1,ohjigo_library,1,15,0,0,0,1,14,1,0,2303,64,64
https://github.com/ahmedhamila/Django-Project-Template,ahmedhamila,django-project-template,0,7,0,3,0,4,1,1,1,727,56,21
https://github.com/0xM4LL0C/telegram_bot_template,0xm4ll0c,telegram_bot_template,0,0,0,0,0,0,0,0,0,450,16,42
https://github.com/redoubt-cysec/provenance-template,redoubt-cysec,provenance-template,0,80,0,24,1,38,24,17,0,5540,23,308
https://github.com/CogitoNTNU/PROJECT-TEMPLATE,cogitontnu,project-template,0,1,0,0,0,0,1,0,0,2,3,1
https://github.com/tschm/experiments,tschm,experiments,0,10,0,0,0,1,2,7,0,552,4,59
https://github.com/flaviowbr/esocial_s5002_comprovante_rendimentos,flaviowbr,esocial_s5002_comprovante_rendimentos,0,60,0,2,0,18,36,6,0,12462,42,63
https://github.com/AUo959/aurora-cloudbank-symbolic,auo959,aurora-cloudbank-symbolic,146,2603,6,192,33,614,931,1172,5,180134,945,9341
https://github.com/Clientrace/uxy-framework-python,clientrace,uxy-framework-python,0,112,0,1,0,2,19,91,0,776,26,53
https://github.com/thebrownbreadtoast/the-django-boilerplate,thebrownbreadtoast,the-django-boilerplate,0,2,1,3,1,0,1,1,0,217,17,10
https://github.com/dapinder96/Online-Order-Placing-System,dapinder96,online-order-placing-system,0,0,0,0,0,0,0,0,0,0,1,0
https://github.com/vpspeech/Special-Course-in-Speech-Security-and-Privacy,vpspeech,special-course-in-speech-security-and-privacy,0,79,0,1,0,1,4,74,0,378,1,11
https://github.com/CaptainDario/Python-Qt-template,captaindario,python-qt-template,0,7,0,0,0,6,1,0,0,243,7,19
https://github.com/dawnlh/lw_pytorch_template,dawnlh,lw_pytorch_template,6,109,0,2,0,2,104,9,0,1182,16,69
https://github.com/shejialuo/python-project-template,shejialuo,python-project-template,0,0,0,0,0,0,0,0,0,10,3,3
https://github.com/FarazRazi/python_app_template,farazrazi,python_app_template,0,0,0,0,0,0,0,0,0,51,2,8
https://github.com/blurred-machine/shrinkit,blurred-machine,shrinkit,0,39,0,0,0,8,26,5,0,470,13,27
https://github.com/shox404/Aiogram-Bot-Template,shox404,aiogram-bot-template,0,2,0,0,0,0,1,1,0,100,12,5
https://github.com/prsto-olezha/Telegram-Bot-Template,prsto-olezha,telegram-bot-template,0,0,1,0,1,0,0,0,0,81,6,8
https://github.com/WanetsCode/Are-you-smarter-than-AI-,wanetscode,are-you-smarter-than-ai-,0,0,0,0,0,0,0,0,0,0,1,0
https://github.com/ZaneH/dataset-tools,zaneh,dataset-tools,0,0,0,0,0,0,0,0,0,63,2,4
https://github.com/ci-plugins/plugin-demo-python,ci-plugins,plugin-demo-python,0,9,0,3,0,1,5,3,0,448,11,52
https://github.com/lucaskorol21/GO-RXR,lucaskorol21,go-rxr,5,2019,0,0,0,225,315,1484,0,18120,21,408
https://github.com/johnhh2/django-forum,johnhh2,django-forum,4,52,1,6,1,20,15,21,0,1889,51,96
https://github.com/sashasashaYT/Bot-s-discord-beta,sashasashayt,bot-s-discord-beta,4,7,0,0,0,3,8,0,0,175,1,17
https://github.com/aissah/cwp_coding_resources,aissah,cwp_coding_resources,0,0,0,0,0,0,0,0,0,12,5,2
https://github.com/Lovemilk-Team/fastapi-template,lovemilk-team,fastapi-template,1,9,0,0,0,3,0,7,0,803,26,59
https://github.com/dava010/dava24,dava010,dava24,2,395,0,17,0,376,6,15,0,3201,1,20
https://github.com/JerryGanst/web-crawler,jerryganst,web-crawler,43,354,0,32,4,26,215,152,0,7294,54,367
https://github.com/ahmedsedeeek3/pharonAgent,ahmedsedeeek3,pharonagent,0,12,0,5,0,7,1,4,0,2549,26,118
https://github.com/VectorInstitute/aieng-template-mvp,vectorinstitute,aieng-template-mvp,0,8,0,14,0,0,0,8,0,543,27,25
https://github.com/tomcounsell/django-project-template,tomcounsell,django-project-template,17,205,0,58,3,59,98,58,4,33653,329,1232
https://github.com/livekit-examples/voice-agent-hackathon,livekit-examples,voice-agent-hackathon,0,3,0,2,0,0,0,3,0,155,4,7
https://github.com/su322/MyFastAPITemplate,su322,myfastapitemplate,0,0,0,0,0,0,0,0,0,9,12,0
https://github.com/Ismola/selenium-scraper-quickstarter,ismola,selenium-scraper-quickstarter,0,18,0,4,0,3,3,9,3,1017,19,40
https://github.com/DevSkillsHQ/backend-boilerplate-fastapi,devskillshq,backend-boilerplate-fastapi,0,0,0,0,0,0,0,0,0,47,3,7
https://github.com/k-dot-greyz/zenOS,k-dot-greyz,zenos,18,307,3,16,3,73,123,126,3,17703,107,1010
https://github.com/Clarifai/module-template,clarifai,module-template,0,1,0,0,0,0,1,0,0,45,2,0
https://github.com/RodrigoSantos359/ProjetoMPOO,rodrigosantos359,projetompoo,0,46,0,0,0,1,0,45,0,218,3,65
https://github.com/ton11111/pytorch-lightning-template,ton11111,pytorch-lightning-template,0,4,0,0,0,0,1,3,0,189,9,24
https://github.com/abstra-app/template-employee-registration,abstra-app,template-employee-registration,0,19,0,0,0,2,17,0,0,738,9,25
https://github.com/Thecode764/Test-github-readme-generator-2,thecode764,test-github-readme-generator-2,0,0,0,0,0,0,0,0,0,75,1,0
https://github.com/jctosta/micro-queue-starter,jctosta,micro-queue-starter,0,0,0,2,0,0,0,0,0,234,12,13
https://github.com/Ninad171203/UAV-Strategic-Deconfliction-in-Shared-Airspace,ninad171203,uav-strategic-deconfliction-in-shared-airspace,0,2,0,0,0,0,0,2,0,243,5,10
https://github.com/Jesse-Jumbo/TankMan,jesse-jumbo,tankman,4,61,0,15,0,11,17,25,12,2273,25,134
https://github.com/CySource-Support/Desafios_Python,cysource-support,desafios_python,0,6,0,4,0,0,1,5,0,118,16,3
https://github.com/devbruce/fastapi-di-tpl,devbruce,fastapi-di-tpl,0,2,0,3,0,0,1,1,0,276,27,22
https://github.com/hq969/Pacman-Game-blob,hq969,pacman-game-blob,14,812,0,14,4,39,151,621,11,4235,19,450
https://github.com/drawcodeboy/PyTorch-Project-Template,drawcodeboy,pytorch-project-template,0,12,0,1,0,2,7,3,0,336,13,25
https://github.com/wasmer-examples/django-wasmer-starter,wasmer-examples,django-wasmer-starter,0,0,1,1,1,0,0,0,0,126,6,2
https://github.com/langrenn-sprint/event-service-gui,langrenn-sprint,event-service-gui,195,305,0,35,3,165,236,96,0,9077,62,205
https://github.com/Mishanana20/Instagram-SSL-Pinning-Bypass,mishanana20,instagram-ssl-pinning-bypass,0,19,0,3,0,4,6,9,0,412,3,40
https://github.com/iMelonArt/AI-CodePlaybook,imelonart,ai-codeplaybook,0,10,0,0,0,0,6,4,0,405,10,17
https://github.com/amjadjibon/fastauth,amjadjibon,fastauth,0,19,1,1,2,7,0,11,0,2132,36,142
https://github.com/PyTemplate/typer_cli,pytemplate,typer_cli,0,0,0,2,0,0,0,0,0,72,11,10
https://github.com/blaxel-templates/template-google-adk-py,blaxel-templates,template-google-adk-py,0,1,0,0,0,0,1,0,0,144,6,9
https://github.com/Dendroculus/Daily-Heartbeats,dendroculus,daily-heartbeats,0,0,0,0,0,0,0,0,0,3,1,0
https://github.com/mbari-org/mbari_wec_template_py,mbari-org,mbari_wec_template_py,0,1,0,0,0,0,0,1,0,131,8,17
https://github.com/berkeley-cdss/course-site-myst,berkeley-cdss,course-site-myst,1,17,0,1,0,3,2,13,0,782,7,51
https://github.com/audiosistem/Bee-Queen,audiosistem,bee-queen,230,15132,109,766,61,4072,3302,7983,53,222520,1323,12774
https://github.com/ljavierrodriguez/intro-to-flask-with-sqlalchemy-pt-40,ljavierrodriguez,intro-to-flask-with-sqlalchemy-pt-40,0,0,0,2,0,0,0,0,0,26,2,1
https://github.com/alicatta/FEA-Dashboard,alicatta,fea-dashboard,0,1,0,3,0,1,0,0,0,201,23,15
https://github.com/THDevOFF/python-bot-base-cogs,thdevoff,python-bot-base-cogs,0,0,0,0,0,0,0,0,0,30,3,5
https://github.com/Ldoun/Pytorch_Simple_Template,ldoun,pytorch_simple_template,2,11,0,2,1,1,10,1,0,407,10,27
https://github.com/mikhail-luginin/python-project-template,mikhail-luginin,python-project-template,0,7,0,5,0,0,4,3,0,393,45,32
https://github.com/RyanZyron/Flight_Execution_Rate,ryanzyron,flight_execution_rate,3,128,0,0,0,18,87,26,0,1524,2,17
https://github.com/ResearchAndDave/gcp-cloud-run-starter,researchanddave,gcp-cloud-run-starter,0,1,0,2,0,0,1,0,0,155,8,5
https://github.com/MonashFITAssignments/1008_Student_Scaffold_A1_S2_2024,monashfitassignments,1008_student_scaffold_a1_s2_2024,0,32,0,0,0,5,16,11,0,1048,23,176
https://github.com/hkunz/blender-addon-template,hkunz,blender-addon-template,13,78,0,3,0,1,65,25,0,1312,40,49
https://github.com/Iranaphor/ros2_python_template,iranaphor,ros2_python_template,0,0,0,0,0,0,0,0,0,39,3,0
https://github.com/wykhuh/r-rstudio-codespace,wykhuh,r-rstudio-codespace,0,0,0,0,0,0,0,0,0,7,1,0
https://github.com/JoonasAir/Lentopeli,joonasair,lentopeli,22,121,0,12,18,26,64,35,0,2333,21,88
https://github.com/Flamehead-Labs-Ug/Flame-Audio-AI,flamehead-labs-ug,flame-audio-ai,11,143,0,6,1,71,58,24,0,12975,41,318
https://github.com/Juan-var-camp/fundamentos-piglator,juan-var-camp,fundamentos-piglator,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/UIAHIN/Using-Variational-Autoencoder-VAE-for-Outlier-Detection,uiahin,using-variational-autoencoder-vae-for-outlier-detection,0,45,0,0,0,21,15,9,0,554,5,23
https://github.com/Yureehh/Data-Science-Project-Boilerplate,yureehh,data-science-project-boilerplate,0,2,0,2,0,1,1,0,0,129,26,8
https://github.com/Jingade/Synchrotron-,jingade,synchrotron-,0,29,0,0,0,1,3,25,0,377,2,8
https://github.com/wesh92/fastapi-websockets-llm-example,wesh92,fastapi-websockets-llm-example,0,9,0,3,0,1,2,4,2,662,15,32
https://github.com/Yutou0601/LinZhaiPLUS,yutou0601,linzhaiplus,0,21,1,7,1,1,4,16,0,856,13,23
https://github.com/saeedbala1995/HydroPressPredictor,saeedbala1995,hydropresspredictor,0,2,0,0,0,0,1,1,0,105,3,4
https://github.com/Mickey-Zhaang/flask-template,mickey-zhaang,flask-template,0,0,0,2,0,0,0,0,0,78,13,9
https://github.com/Diapolo10/python-uv-template,diapolo10,python-uv-template,0,1,0,0,0,0,1,0,0,159,7,11
https://github.com/pphatdev/pphatdev,pphatdev,pphatdev,0,6,0,0,0,0,6,0,0,194,6,8
https://github.com/the-bipu/flask-starters,the-bipu,flask-starters,0,0,0,1,0,0,0,0,0,21,2,2
https://github.com/chris-aubin-sentient/Flask-OpenAI-API-Example,chris-aubin-sentient,flask-openai-api-example,1,2,0,2,0,0,3,0,0,64,2,4
https://github.com/klausbegnis/fast_api_template,klausbegnis,fast_api_template,0,4,0,2,0,1,3,0,0,563,32,32
https://github.com/Russ534/st98tangsign,russ534,st98tangsign,0,116,0,8,0,32,76,8,0,2660,2,52
https://github.com/uicodee/fastapi_template,uicodee,fastapi_template,0,1,0,3,0,0,0,1,0,481,33,38
https://github.com/oseias-romeiro/flask_template,oseias-romeiro,flask_template,1,27,0,13,0,4,15,9,0,614,19,74
https://github.com/mutalisk999/fastapi-server,mutalisk999,fastapi-server,0,7,0,1,0,5,1,1,0,317,18,30
https://github.com/LukovDev/Python-Program-Framework,lukovdev,python-program-framework,0,3,0,0,0,3,0,0,0,70,2,3
https://github.com/VolkanSah/The_Collector.py,volkansah,the_collector.py,0,0,0,0,0,0,0,0,0,45,1,1
https://github.com/shywn-mrk/karyar-django-template,shywn-mrk,karyar-django-template,0,0,1,1,1,0,0,0,0,95,6,1
https://github.com/berkeley-cs168/cs168-sp24-traceroute-student,berkeley-cs168,cs168-sp24-traceroute-student,0,5,0,0,0,0,0,0,5,130,2,25
https://github.com/AuricFox/flask_template,auricfox,flask_template,7,15,0,4,0,6,12,4,0,1096,24,26
https://github.com/xanode/fastapi-starter,xanode,fastapi-starter,8,28,0,2,1,4,18,11,2,2974,102,231
https://github.com/kesevone/aiogram-dialog-bot-template,kesevone,aiogram-dialog-bot-template,0,2,0,2,0,0,0,2,0,1023,55,69
https://github.com/smkthat/aiogram-tortoise-bot-template,smkthat,aiogram-tortoise-bot-template,0,1,0,1,0,0,0,1,0,453,19,38
https://github.com/noobexon1/Python-iOS-Runner,noobexon1,python-ios-runner,0,4,0,1,0,1,0,3,0,84,3,7
https://github.com/vasilstar97/fastapi-boilerplate,vasilstar97,fastapi-boilerplate,0,0,0,2,0,0,0,0,0,67,7,7
https://github.com/amandajcrawford/collaborative-data-engineering,amandajcrawford,collaborative-data-engineering,0,1,0,2,0,0,1,0,0,142,5,15
https://github.com/DeaMariaLeon/Proy_fotos,deamarialeon,proy_fotos,3,6,0,1,1,0,3,5,0,209,5,20
https://github.com/Manchas2k4/tc3048-project,manchas2k4,tc3048-project,6,161,0,0,0,37,23,107,0,1608,17,157
https://github.com/3110/m5burner-user-custom-platformio-template,3110,m5burner-user-custom-platformio-template,0,0,0,0,0,0,0,0,0,22,1,0
https://github.com/RyoK3N/Music3x,ryok3n,music3x,0,4,0,0,0,3,0,1,0,581,3,30
https://github.com/olasupo/python_course,olasupo,python_course,1,20,0,0,0,8,3,10,0,410,43,20
https://github.com/JeremyGDiamond/Crowdnav-FAS2024,jeremygdiamond,crowdnav-fas2024,1,134,0,10,0,16,14,105,0,28464,45,58
https://github.com/Mayukh-Haldar/project-template,mayukh-haldar,project-template,0,2,0,0,0,0,2,0,0,79,16,3
https://github.com/MrHDOLEK/python-boilerplate,mrhdolek,python-boilerplate,0,2,0,0,0,0,2,0,0,191,18,26
https://github.com/waltbai/dl-experiment-template,waltbai,dl-experiment-template,0,0,0,0,0,0,0,0,0,10,6,1
https://github.com/khulnasoft/Flask-Boilerplate,khulnasoft,flask-boilerplate,30,70,0,26,0,21,39,40,0,2702,197,116
https://github.com/calerio/Mini-Briscola,calerio,mini-briscola,0,13,0,1,0,4,9,0,0,636,6,54
https://github.com/NehuenLian/FastAPI-Login,nehuenlian,fastapi-login,0,1,0,0,0,1,0,0,0,202,9,21
https://github.com/InseeFrLab/onyxia-ops,inseefrlab,onyxia-ops,0,0,0,1,0,0,0,0,0,300,13,0
https://github.com/co-cddo/mta-sts-template,co-cddo,mta-sts-template,1,8,0,0,0,1,6,2,0,155,3,5
https://github.com/IlyaEmelin/fastapi-users-base,ilyaemelin,fastapi-users-base,0,5,0,0,0,0,5,0,0,582,38,28
https://github.com/lmitechnologies/Gadget_Inspection_Template,lmitechnologies,gadget_inspection_template,0,53,0,6,0,11,24,18,0,662,13,41
https://github.com/astrapi69/write-book-template,astrapi69,write-book-template,0,74,0,17,0,26,25,22,1,9246,95,618
https://github.com/kobzevvv/backender-challenge,kobzevvv,backender-challenge,0,4,0,2,0,1,3,0,0,495,22,21
https://github.com/HaghverdiLab/velocity_package,haghverdilab,velocity_package,2,154,0,0,0,11,27,116,2,825,22,55
https://github.com/https-github-com-AXOM959/FCK,https-github-com-axom959,fck,5,393,0,103,2,117,184,95,0,3507,1,117
https://github.com/NicoGGG/ufc-api,nicoggg,ufc-api,29,27,1,20,1,1,22,33,0,3418,25,24
https://github.com/kwame-mintah/python-fastapi-bigger-applications-template,kwame-mintah,python-fastapi-bigger-applications-template,0,1,0,3,0,0,0,1,0,327,20,28
https://github.com/DYK-Team/Shimming_coil,dyk-team,shimming_coil,0,49,0,0,0,7,23,19,0,713,11,36
https://github.com/Ficere/DummyDocking,ficere,dummydocking,2,383,0,15,0,56,211,88,30,4066,18,133
https://github.com/dominodatalab/reference-project-finetune-falcon7b,dominodatalab,reference-project-finetune-falcon7b,1,108,0,8,1,23,16,62,7,5113,34,244
https://github.com/JonSolow/streamlit-template,jonsolow,streamlit-template,0,8,0,2,0,1,6,1,0,54,3,2
https://github.com/JonSolow/machine-learning-local-stack,jonsolow,machine-learning-local-stack,0,1,0,1,0,0,1,0,0,187,8,10
https://github.com/EnigmaticMachine/django-react-vite-template,enigmaticmachine,django-react-vite-template,0,11,1,9,1,0,6,4,1,922,44,48
https://github.com/MonashFITAssignments/FIT1008-A3-Scaffold,monashfitassignments,fit1008-a3-scaffold,0,12,0,0,0,2,7,3,0,988,22,143
https://github.com/joseluisalmendral/proyecto_template,joseluisalmendral,proyecto_template,4,101,0,0,2,23,31,49,0,2961,20,235
https://github.com/nishant4500/object-detection,nishant4500,object-detection,0,0,0,0,0,0,0,0,0,45,1,0
https://github.com/Hettbhutak/Stock_price_Analyse,hettbhutak,stock_price_analyse,2,9,0,0,0,2,3,6,0,237,4,3
https://github.com/MaisTodos/Alfred4Django,maistodos,alfred4django,2,18,0,3,0,3,13,2,2,559,47,61
https://github.com/felix-hilden/python-package,felix-hilden,python-package,0,0,0,0,0,0,0,0,0,22,3,1
https://github.com/jusasa/jinu_grow,jusasa,jinu_grow,0,0,0,0,0,0,0,0,0,1,1,0
https://github.com/RABTANK/fishbot-qqbot,rabtank,fishbot-qqbot,8,12,0,3,0,4,12,4,0,399,14,38
https://github.com/dele-work/fastapi-backend-template,dele-work,fastapi-backend-template,0,3,0,3,0,0,1,1,1,534,24,31
https://github.com/xisen-w/omnians_pro,xisen-w,omnians_pro,0,15,0,6,0,4,5,4,2,1722,25,91
https://github.com/nmarzano/smFRET-experiment-template,nmarzano,smfret-experiment-template,0,4,0,0,0,1,3,0,0,303,6,0
https://github.com/allfed/ALLFED-Repository-Template,allfed,allfed-repository-template,0,3,0,0,0,1,2,0,0,144,3,7
https://github.com/Ahmatsembiring/Praktikum-PBO-1,ahmatsembiring,praktikum-pbo-1,0,0,0,3,0,0,0,0,0,263,2,25
https://github.com/INDOHAXSEC/IHS-DDOS_PACK1L7,indohaxsec,ihs-ddos_pack1l7,1,17,0,1,1,0,16,1,0,136,6,2
https://github.com/TimaDub/RapidFramework,timadub,rapidframework,0,5,0,3,0,0,1,4,0,372,22,39
https://github.com/f1tenth/f1tenth_lab3_template,f1tenth,f1tenth_lab3_template,0,15,0,0,0,0,0,4,11,76,4,6
