language,metric,n_org,n_user,median_org,median_user,mean_org,mean_user,U,p_raw,rank_biserial,effect_bin,direction
Python,bugs_per_kloc,974,2382,0.0,0.0,13.472919568105082,2.349830629226755,1108400.5,0.015319541624763832,-0.04451033331781651,negligible,org_lower
Python,code_smells_per_kloc,974,2382,15.899610459885729,17.2306218307631,103.9673071260546,33.984090259707294,1111197.5,0.05457646468774293,-0.042099197092498986,negligible,org_lower
Python,vulnerabilities_per_kloc,974,2382,0.0,0.0,0.350636374813979,0.5865687117509744,1123863.5,0.011090321196809801,-0.031180551604521933,negligible,org_lower
Python,security_hotspots_per_kloc,974,2382,0.0,1.1107261929626615,6.498546569677522,6.1160260023892405,1062969.5,6.821547442769053e-05,-0.08367384059432736,negligible,org_lower
Python,vuln_blocker_per_kloc,974,2382,0.0,0.0,0.6302003796636949,0.7456340376132332,1113157.0,0.0077139942494644466,-0.04041002246485881,negligible,org_lower
Python,vuln_critical_per_kloc,974,2382,0.5088469793894009,2.619538340185613,18.31647644903507,9.499381577517557,1023912.5,3.071744382396225e-08,-0.1173426813352022,small,org_lower
Python,vuln_major_per_kloc,974,2382,4.33761685814507,5.772764679604177,73.41315284804908,13.686680707776745,1097270.5,0.01254132252274568,-0.054104879684561014,negligible,org_lower
Python,vuln_minor_per_kloc,974,2382,2.574419822682306,3.6629902454569763,23.32501350158044,12.271529399741365,1096976.0,0.011180925437552917,-0.05435875155383374,negligible,org_lower
Python,vuln_info_per_kloc,974,2382,0.0,0.0,2.106019890645409,0.7172638780361217,1214978.5,0.000790817911975786,0.0473645600042758,negligible,org_higher
