metric,predictor,n,pearson_r,pearson_p,spearman_rho,spearman_p,pearson_p_bonf,spearman_p_bonf,pearson_p_fdr,spearman_p_fdr,pearson_sig_bonf,spearman_sig_bonf,pearson_sig_fdr,spearman_sig_fdr,spearman_effect_bin
bugs_per_kloc,staleness_days,3356,0.017868834150252387,0.30073602524119997,-0.030112625931313617,0.08112422426868666,1.0,1.0,0.8767183819321567,0.1183975165002454,False,False,False,False,negligible
bugs_per_kloc,commits_last_12m,3356,-0.0007781865538144914,0.9640560307933351,0.08998812538154248,1.7723433791290444e-07,1.0,9.57065424729684e-06,0.9904398922675188,1.914130849459368e-06,False,True,False,True,negligible
bugs_per_kloc,repo_age_days,3356,0.01772538780478522,0.30463361744035744,0.03737985519106894,0.03035689935977651,1.0,1.0,0.8767183819321567,0.04821389898317446,False,False,False,True,negligible
bugs_per_kloc,log_stars,3356,-0.0005395082620388654,0.975076059673621,0.08606599194670739,5.93568368999932e-07,1.0,3.205269192599633e-05,0.9904398922675188,5.342115320999388e-06,False,True,False,True,negligible
bugs_per_kloc,log_forks,3356,-0.011121501799139169,0.5195368189227595,0.054287252532649564,0.0016548441773840948,1.0,0.08936158557874112,0.8767183819321567,0.005256563857573007,False,False,False,True,negligible
bugs_per_kloc,owner_is_org,3356,0.02893314318022021,0.09376715860626889,-0.041862226469442015,0.015296581858679777,1.0,0.8260154203687079,0.8767183819321567,0.028064724417568306,False,False,False,True,negligible
code_smells_per_kloc,staleness_days,3356,0.018972644467635292,0.2718581108669364,0.05472212295490666,0.0015175715662910625,1.0,0.08194886457971738,0.8767183819321567,0.005121804036232336,False,False,False,True,negligible
code_smells_per_kloc,commits_last_12m,3356,-0.0008130496664262749,0.9624468881213564,-0.06820364732250676,7.677894601100852e-05,1.0,0.00414606308459446,0.9904398922675188,0.000414606308459446,False,True,False,True,negligible
code_smells_per_kloc,repo_age_days,3356,0.016972390666418723,0.32564092513599013,0.13668527785397805,1.8246870392039906e-15,1.0,9.85331001170155e-14,0.8767183819321567,9.85331001170155e-14,False,True,False,True,small
code_smells_per_kloc,log_stars,3356,-0.00884584219703624,0.6084637762910349,0.021163773640958082,0.22030445002432705,1.0,1.0,0.9672047660509122,0.24784250627736795,False,False,False,False,negligible
code_smells_per_kloc,log_forks,3356,-0.014499791394321133,0.40106621693008093,0.02628137052997441,0.127958566227317,1.0,1.0,0.8767183819321567,0.16173240261222152,False,False,False,False,negligible
code_smells_per_kloc,owner_is_org,3356,0.025653584896395857,0.13732447984860346,-0.033186708429624116,0.05456144766360091,1.0,1.0,0.8767183819321567,0.08418051925241284,False,False,False,False,negligible
vulnerabilities_per_kloc,staleness_days,3356,-0.005015486783676439,0.7714752717517469,-0.01152984685204358,0.5043194610899815,1.0,1.0,0.9904398922675188,0.5339853117423333,False,False,False,False,negligible
vulnerabilities_per_kloc,commits_last_12m,3356,-0.0007040149302460054,0.9674799767341199,0.04296600714394644,0.012800005007380806,1.0,0.6912002703985635,0.9904398922675188,0.026584625784560136,False,False,False,True,negligible
vulnerabilities_per_kloc,repo_age_days,3356,-0.005932454546735313,0.7311862523118304,-0.009128183891861506,0.5970699319185848,1.0,1.0,0.9904398922675188,0.608335402332143,False,False,False,False,negligible
vulnerabilities_per_kloc,log_stars,3356,0.02468639306989872,0.15277661248229227,0.01061978725317885,0.5385527524421334,1.0,1.0,0.8767183819321567,0.559266319843754,False,False,False,False,negligible
vulnerabilities_per_kloc,log_forks,3356,0.01778287228980084,0.30306769569289926,0.04217927848713421,0.014538931862611319,1.0,0.7851023205810113,0.8767183819321567,0.028039368592178975,False,False,False,True,negligible
vulnerabilities_per_kloc,owner_is_org,3356,-0.011951926572110692,0.488840771115217,-0.04384964571018829,0.011068486433297811,1.0,0.5976982673980819,0.8767183819321567,0.025108923497371947,False,False,False,True,negligible
security_hotspots_per_kloc,staleness_days,3356,0.0157890715279476,0.36051045882626026,-0.048515146579057096,0.00493664593371833,1.0,0.2665788804207898,0.8767183819321567,0.014030467390567885,False,False,False,True,negligible
security_hotspots_per_kloc,commits_last_12m,3356,-0.0040444578243033205,0.8148195193799108,0.025672920568719757,0.13702833199533096,1.0,1.0,0.9904398922675188,0.16817113472154255,False,False,False,False,negligible
security_hotspots_per_kloc,repo_age_days,3356,0.03793797514957498,0.027966427173438894,0.04611447739590765,0.007542679075465829,1.0,0.40730467007515475,0.7550935336828501,0.018886921618532716,False,False,False,True,negligible
security_hotspots_per_kloc,log_stars,3356,0.013666815107856146,0.4286673301505265,0.0845700728182522,9.286058456751002e-07,1.0,5.014471566645541e-05,0.8767183819321567,7.163530809493631e-06,False,True,False,True,negligible
