sample_group,repo_url,original_link_repository,owner_type,owner_is_org,created_at,updated_at,repo_age_days,staleness_days,stars,forks,commits_last_12m,ncloc,files,functions,composite_score,mixedness_score,n_metrics_used,strata,repo_context,top_worst_metrics
best,https://github.com/briangershon/minecraft-plugin,https://github.com/briangershon/minecraft-plugin,User,0,2020-12-06 20:27:34,2025-07-08 19:35:02,1873,135,9,0,0,45,2,2,0.22031382527565735,0.1437426797878973,9,user|low,"age=1873d, stale=135d, commits12m=0, stars=9, forks=0",vulnerabilities_per_ncloc:0.43; vuln_blocker_per_ncloc:0.37; vuln_info_per_ncloc:0.35
best,https://github.com/stackpan/jda-spring-quickstart,https://github.com/stackpan/jda-spring-quickstart,User,0,2024-02-29 09:36:28,2025-09-29 16:17:18,694,52,6,0,0,150,8,5,0.22031382527565735,0.1437426797878973,9,user|low,"age=694d, stale=52d, commits12m=0, stars=6, forks=0",vulnerabilities_per_ncloc:0.43; vuln_blocker_per_ncloc:0.37; vuln_info_per_ncloc:0.35
best,https://github.com/lavalink-devs/lavalink-plugin-template,https://github.com/lavalink-devs/lavalink-plugin-template,Organization,1,2021-12-03 17:20:32,2025-10-10 21:20:29,1511,40,11,10,0,18,3,2,0.22031382527565735,0.1437426797878973,9,org|low,"age=1511d, stale=40d, commits12m=0, stars=11, forks=10",vulnerabilities_per_ncloc:0.43; vuln_blocker_per_ncloc:0.37; vuln_info_per_ncloc:0.35
best,https://github.com/hivemq/hivemq-swarm-hello-world-extension,https://github.com/hivemq/hivemq-swarm-hello-world-extension,Organization,1,2021-04-22 14:21:48,2025-10-28 19:02:25,1736,23,4,0,22,18,3,1,0.22031382527565735,0.1437426797878973,9,org|low,"age=1736d, stale=23d, commits12m=22, stars=4, forks=0",vulnerabilities_per_ncloc:0.43; vuln_blocker_per_ncloc:0.37; vuln_info_per_ncloc:0.35
best,https://github.com/SilverNine/spring-boot-jwt-tutorial,https://github.com/SilverNine/spring-boot-jwt-tutorial,User,0,2020-12-24 08:41:03,2025-10-06 09:09:05,1856,45,170,108,0,744,28,54,0.25699745547073793,0.12383275892215985,9,user|high,"age=1856d, stale=45d, commits12m=0, stars=170, forks=108",vulnerabilities_per_ncloc:0.43; vuln_blocker_per_ncloc:0.37; vuln_info_per_ncloc:0.35
best,https://github.com/Anuken/MindustryJavaModTemplate,https://github.com/Anuken/MindustryJavaModTemplate,User,0,2020-09-25 17:42:17,2025-11-07 13:17:20,1945,13,201,103,2,27,1,2,0.34245122985581006,0.2007337671732297,9,user|high,"age=1945d, stale=13d, commits12m=2, stars=201, forks=103",vuln_minor_per_ncloc:0.74; code_smells_per_ncloc:0.48; vulnerabilities_per_ncloc:0.43
best,https://github.com/joaomlneto/travis-ci-tutorial-java,https://github.com/joaomlneto/travis-ci-tutorial-java,User,0,2016-05-19 09:33:06,2025-10-09 19:40:45,3536,42,40,487,0,114,3,9,0.2667514843087362,0.1289113936560956,9,user|mid,"age=3536d, stale=42d, commits12m=0, stars=40, forks=487",vulnerabilities_per_ncloc:0.43; vuln_major_per_ncloc:0.40; vuln_blocker_per_ncloc:0.37
best,https://github.com/amuthansakthivel/TheOneFramework,https://github.com/amuthansakthivel/TheOneFramework,User,0,2022-12-04 07:40:38,2025-10-12 04:07:58,1146,39,77,51,1,1274,50,86,0.27629346904156066,0.10763755414103228,9,user|mid,"age=1146d, stale=39d, commits12m=1, stars=77, forks=51",vulnerabilities_per_ncloc:0.43; vuln_blocker_per_ncloc:0.37; vuln_info_per_ncloc:0.35
best,https://github.com/microsoft/vscode-remote-try-java,https://github.com/microsoft/vscode-remote-try-java,Organization,1,2019-04-17 02:55:08,2025-11-05 21:20:20,2473,14,410,579,0,56,3,4,0.3897370653095844,0.18852551500567963,9,org|high,"age=2473d, stale=14d, commits12m=0, stars=410, forks=579",vuln_critical_per_ncloc:0.74; vuln_major_per_ncloc:0.56; code_smells_per_ncloc:0.47
best,https://github.com/CodelyTV/java-ddd-example,https://github.com/CodelyTV/java-ddd-example,Organization,1,2019-08-20 11:07:25,2025-10-10 08:16:35,2348,41,482,216,0,6481,280,780,0.5156912637828668,0.1456607575068752,9,org|high,"age=2348d, stale=41d, commits12m=0, stars=482, forks=216",security_hotspots_per_ncloc:0.73; bugs_per_ncloc:0.73; vuln_major_per_ncloc:0.58
worst,https://github.com/cloud-design-patterns-journey/template-java-spring,https://github.com/cloud-design-patterns-journey/template-java-spring,Organization,1,2024-04-19 10:13:31,2025-05-20 13:45:49,644,184,2,0,2,772,11,15,0.8182782018659881,0.24084728914336823,9,org|very_low,"age=644d, stale=184d, commits12m=2, stars=2, forks=0",bugs_per_ncloc:0.98; security_hotspots_per_ncloc:0.98; code_smells_per_ncloc:0.95
worst,https://github.com/FYRE5480/Hot-Wheels,https://github.com/FYRE5480/Hot-Wheels,Organization,1,2024-10-13 22:56:44,2025-03-21 03:53:49,466,244,2,1,28,2163,13,145,0.7754452926208651,0.2150442446442004,9,org|very_low,"age=466d, stale=244d, commits12m=28, stars=2, forks=1",security_hotspots_per_ncloc:0.94; vuln_info_per_ncloc:0.91; code_smells_per_ncloc:0.87
worst,https://github.com/mac-comp127/audio-synth,https://github.com/mac-comp127/audio-synth,Organization,1,2019-11-18 03:25:50,2025-09-08 18:18:27,2258,73,2,0,3,1137,19,45,0.768659881255301,0.21221806901206033,9,org|very_low,"age=2258d, stale=73d, commits12m=3, stars=2, forks=0",security_hotspots_per_ncloc:0.91; code_smells_per_ncloc:0.90; vuln_major_per_ncloc:0.90
worst,https://github.com/arafkarsh/ms-springboot-310-jakarta-10,https://github.com/arafkarsh/ms-springboot-310-jakarta-10,User,0,2023-05-31 06:45:21,2025-08-03 13:42:08,968,109,13,6,0,11276,142,883,0.7972858354537745,0.1067584687652265,9,user|low,"age=968d, stale=109d, commits12m=0, stars=13, forks=6",vuln_minor_per_ncloc:0.98; vulnerabilities_per_ncloc:0.88; security_hotspots_per_ncloc:0.85
worst,https://github.com/rfresh2/ZenithProxyExamplePlugin,https://github.com/rfresh2/ZenithProxyExamplePlugin,User,0,2025-02-23 23:34:12,2025-10-29 20:50:47,333,21,7,2,39,926,13,20,0.7328244274809159,0.2622657509225838,9,user|low,"age=333d, stale=21d, commits12m=39, stars=7, forks=2",code_smells_per_ncloc:0.92; vuln_major_per_ncloc:0.92; vuln_critical_per_ncloc:0.91
worst,https://github.com/ak-git/SpringBootFX,https://github.com/ak-git/SpringBootFX,User,0,2020-06-01 10:21:50,2025-11-07 12:25:17,2062,13,4,0,356,870,15,19,0.7145886344359627,0.2588818205050376,9,user|low,"age=2062d, stale=13d, commits12m=356, stars=4, forks=0",code_smells_per_ncloc:0.93; vuln_major_per_ncloc:0.93; vuln_critical_per_ncloc:0.92
worst,https://github.com/BojanStipic/spring-skeleton,https://github.com/BojanStipic/spring-skeleton,User,0,2021-05-31 23:07:41,2025-11-01 22:39:05,1697,18,3,2,53,1304,29,39,0.7907124681933841,0.18576261769018879,9,user|very_low,"age=1697d, stale=18d, commits12m=53, stars=3, forks=2",vulnerabilities_per_ncloc:0.93; code_smells_per_ncloc:0.89; vuln_major_per_ncloc:0.89
worst,https://github.com/lgwk42/auth-template,https://github.com/lgwk42/auth-template,User,0,2025-09-16 06:08:19,2025-11-03 04:18:16,129,17,3,0,18,1562,48,70,0.7762934690415606,0.18693957916150775,9,user|very_low,"age=129d, stale=17d, commits12m=18, stars=3, forks=0",vulnerabilities_per_ncloc:0.92; code_smells_per_ncloc:0.88; vuln_critical_per_ncloc:0.88
worst,https://github.com/ZZZank/ModTemplatez,https://github.com/ZZZank/ModTemplatez,User,0,2024-11-20 04:13:15,2025-06-18 10:09:12,429,155,2,0,54,645,8,11,0.7463952502120441,0.28071189992921497,9,user|very_low,"age=429d, stale=155d, commits12m=54, stars=2, forks=0",bugs_per_ncloc:0.98; vuln_critical_per_ncloc:0.98; code_smells_per_ncloc:0.97
worst,https://github.com/hexlet-boilerplates/spring-boot-application,https://github.com/hexlet-boilerplates/spring-boot-application,Organization,1,2023-08-10 19:51:56,2025-09-10 03:43:16,896,71,4,4,7,1025,28,36,0.7860474978795591,0.22116921880365234,9,org|low,"age=896d, stale=71d, commits12m=7, stars=4, forks=4",vuln_info_per_ncloc:0.95; code_smells_per_ncloc:0.91; vuln_major_per_ncloc:0.91
worst,https://github.com/EnvyWare/Pixelmon-MDK,https://github.com/EnvyWare/Pixelmon-MDK,Organization,1,2022-08-11 22:10:21,2025-08-06 01:27:59,1260,106,13,2,6,637,11,21,0.7750212044105175,0.21874351082228705,9,org|low,"age=1260d, stale=106d, commits12m=6, stars=13, forks=2",code_smells_per_ncloc:0.92; vuln_critical_per_ncloc:0.92; vuln_major_per_ncloc:0.92
worst,https://github.com/CleanroomMC/CleanroomModTemplate,https://github.com/CleanroomMC/CleanroomModTemplate,Organization,1,2025-03-09 13:22:47,2025-11-07 03:56:42,319,13,13,10,63,564,4,2,0.7629346904156065,0.2905197898796921,9,org|low,"age=319d, stale=13d, commits12m=63, stars=13, forks=10",code_smells_per_ncloc:1.00; vuln_major_per_ncloc:1.00; vuln_critical_per_ncloc:0.99
worst,https://github.com/CleanroomMC/ForgeDevEnv,https://github.com/CleanroomMC/ForgeDevEnv,Organization,1,2022-01-06 11:56:31,2025-11-04 16:26:28,1478,16,148,56,8,558,2,1,0.7663273960983884,0.2930494220460101,9,org|high,"age=1478d, stale=16d, commits12m=8, stars=148, forks=56",code_smells_per_ncloc:1.00; vuln_major_per_ncloc:1.00; vuln_critical_per_ncloc:0.99
worst,https://github.com/apache/incubator-kie-optaplanner-quickstarts,https://github.com/apache/incubator-kie-optaplanner-quickstarts,Organization,1,2020-08-19 07:56:31,2025-10-13 02:01:55,1983,38,327,160,0,28084,362,2164,0.5841815097540288,0.1983366300619652,9,org|high,"age=1983d, stale=38d, commits12m=0, stars=327, forks=160",security_hotspots_per_ncloc:0.84; vuln_info_per_ncloc:0.78; vuln_blocker_per_ncloc:0.75
worst,https://github.com/Osiris-Team/1JPM,https://github.com/Osiris-Team/1JPM,User,0,2024-07-07 22:03:27,2025-10-18 14:11:45,564,33,219,5,8,1600,6,110,0.7622985581000847,0.18763800718885482,9,user|high,"age=564d, stale=33d, commits12m=8, stars=219, forks=5",vulnerabilities_per_ncloc:0.95; security_hotspots_per_ncloc:0.95; vuln_blocker_per_ncloc:0.92
worst,https://github.com/dipjyotimetia/HybridTestFramework,https://github.com/dipjyotimetia/HybridTestFramework,User,0,2019-01-15 00:55:10,2025-11-01 11:14:21,2565,19,151,70,288,25784,153,2789,0.7430025445292621,0.08592026095030864,9,user|high,"age=2565d, stale=19d, commits12m=288, stars=151, forks=70",vulnerabilities_per_ncloc:0.90; vuln_blocker_per_ncloc:0.84; vuln_major_per_ncloc:0.77
worst,https://github.com/hexlet-boilerplates/java-package,https://github.com/hexlet-boilerplates/java-package,Organization,1,2018-09-05 11:19:47,2025-11-07 17:28:18,2697,13,27,132,14,575,6,4,0.7599660729431722,0.28858908639743014,9,org|mid,"age=2697d, stale=13d, commits12m=14, stars=27, forks=132",code_smells_per_ncloc:0.99; vuln_major_per_ncloc:0.99; vuln_critical_per_ncloc:0.98
worst,https://github.com/thriving-dev/java-library-template,https://github.com/thriving-dev/java-library-template,Organization,1,2023-08-28 22:11:01,2025-10-18 20:59:52,878,32,42,7,8,592,7,4,0.7591178965224767,0.2884881091574016,9,org|mid,"age=878d, stale=32d, commits12m=8, stars=42, forks=7",vuln_critical_per_ncloc:1.00; bugs_per_ncloc:0.99; code_smells_per_ncloc:0.98
worst,https://github.com/arafkarsh/ms-springboot-vanilla,https://github.com/arafkarsh/ms-springboot-vanilla,User,0,2024-10-01 05:24:39,2025-10-02 00:24:44,479,49,49,23,191,16229,300,1271,0.7398218829516539,0.23009443137884264,9,user|mid,"age=479d, stale=49d, commits12m=191, stars=49, forks=23",vuln_minor_per_ncloc:0.98; vulnerabilities_per_ncloc:0.96; vuln_blocker_per_ncloc:0.91
worst,https://github.com/dipjyotimetia/MobileTestFramework,https://github.com/dipjyotimetia/MobileTestFramework,User,0,2018-09-05 12:58:11,2025-09-29 12:44:06,2696,52,75,34,95,2308,35,201,0.7031382527565734,0.20695355299346976,9,user|mid,"age=2696d, stale=52d, commits12m=95, stars=75, forks=34",security_hotspots_per_ncloc:0.96; vuln_blocker_per_ncloc:0.96; vuln_minor_per_ncloc:0.77
mixed,https://github.com/prum-jp/academy-springboot-base,https://github.com/prum-jp/academy-springboot-base,Organization,1,2024-04-10 15:02:33,2025-08-09 04:21:54,652,103,2,0,0,24,4,2,0.566793893129771,0.38985401523673024,9,org|very_low,"age=652d, stale=103d, commits12m=0, stars=2, forks=0",vulnerabilities_per_ncloc:1.00; vuln_blocker_per_ncloc:1.00; security_hotspots_per_ncloc:1.00
mixed,https://github.com/inversion-api/inversion-quickstart-spring-boot,https://github.com/inversion-api/inversion-quickstart-spring-boot,Organization,1,2019-11-05 16:10:17,2025-10-08 14:45:18,2270,43,3,0,0,45,6,1,0.5241730279898218,0.280256717268562,9,org|very_low,"age=2270d, stale=43d, commits12m=0, stars=3, forks=0",security_hotspots_per_ncloc:1.00; vuln_minor_per_ncloc:0.75; vuln_major_per_ncloc:0.72
mixed,https://github.com/Faculdade-Impacta-Devops/Devops-ON,https://github.com/Faculdade-Impacta-Devops/Devops-ON,Organization,1,2023-08-16 21:37:15,2025-11-06 23:40:07,890,13,4,101,92,538,18,35,0.5701865988125531,0.34253702147647525,9,org|low,"age=890d, stale=13d, commits12m=92, stars=4, forks=101",vulnerabilities_per_ncloc:0.99; vuln_blocker_per_ncloc:0.98; security_hotspots_per_ncloc:0.94
mixed,https://github.com/vectrix-space/ignite-mod-template,https://github.com/vectrix-space/ignite-mod-template,Organization,1,2023-02-11 22:13:28,2025-04-02 09:13:26,1076,232,5,2,12,6501,121,349,0.49088210347752326,0.33903838336314607,9,org|low,"age=1076d, stale=232d, commits12m=12, stars=5, forks=2",vuln_minor_per_ncloc:0.99; vuln_info_per_ncloc:0.95; code_smells_per_ncloc:0.82
mixed,https://github.com/unascribed/NilExample,https://github.com/unascribed/NilExample,User,0,2022-05-15 07:21:15,2025-01-02 03:11:20,1349,322,3,0,1,51,4,3,0.5479219677692959,0.3336891468664559,9,user|very_low,"age=1349d, stale=322d, commits12m=1, stars=3, forks=0",vuln_blocker_per_ncloc:1.00; bugs_per_ncloc:0.97; vuln_critical_per_ncloc:0.79
mixed,https://github.com/cledsonfs-cmd/Template-Java-API,https://github.com/cledsonfs-cmd/Template-Java-API,User,0,2024-06-12 12:46:46,2025-05-13 15:21:28,590,191,2,0,11,1407,43,70,0.5125106022052587,0.30156160887228173,9,user|very_low,"age=590d, stale=191d, commits12m=11, stars=2, forks=0",vulnerabilities_per_ncloc:0.98; vuln_blocker_per_ncloc:0.98; security_hotspots_per_ncloc:0.62
mixed,https://github.com/HMZElidrissi/spring-security-jwt-boilerplate,https://github.com/HMZElidrissi/spring-security-jwt-boilerplate,User,0,2024-05-08 22:50:59,2025-10-14 16:18:21,624,37,8,0,4,756,25,50,0.4240882103477523,0.3248436623594572,9,user|low,"age=624d, stale=37d, commits12m=4, stars=8, forks=0",vulnerabilities_per_ncloc:0.98; vuln_blocker_per_ncloc:0.98; vuln_critical_per_ncloc:0.42
mixed,https://github.com/hezean/sustc,https://github.com/hezean/sustc,User,0,2023-10-27 03:27:20,2025-10-26 15:36:37,819,25,25,8,0,1531,31,94,0.5320186598812554,0.3143816489707855,9,user|mid,"age=819d, stale=25d, commits12m=0, stars=25, forks=8",vulnerabilities_per_ncloc:0.92; vuln_info_per_ncloc:0.86; vuln_blocker_per_ncloc:0.86
mixed,https://github.com/IBM/template-java-spring,https://github.com/IBM/template-java-spring,Organization,1,2020-02-07 05:00:15,2025-07-21 02:58:55,2177,122,30,42,0,561,19,15,0.6374045801526719,0.30416039873975875,9,org|mid,"age=2177d, stale=122d, commits12m=0, stars=30, forks=42",vulnerabilities_per_ncloc:0.98; security_hotspots_per_ncloc:0.98; vuln_info_per_ncloc:0.90
mixed,https://github.com/nea89o/Forge1.8.9Template,https://github.com/nea89o/Forge1.8.9Template,User,0,2022-07-21 17:46:53,2025-10-28 14:52:47,1281,23,193,55,2,154,6,16,0.5341391009329941,0.29461941283221754,9,user|high,"age=1281d, stale=23d, commits12m=2, stars=193, forks=55",security_hotspots_per_ncloc:0.96; vuln_major_per_ncloc:0.81; vuln_critical_per_ncloc:0.77
