language,outcome,predictor,p_raw,p_adj_bh_by_language,sig_raw,sig_bh_by_language,IRR,IRR_CI_low,IRR_CI_high,n
C#,vuln_major,log_forks,0.12138154501587485,0.25856646435038216,False,False,0.6973297660735394,0.44191547751909466,1.100366082179518,215
C#,vuln_major,log_stars,0.007994079907386223,0.05396003937485701,True,False,1.7579801920340887,1.158665069027943,2.667288794834359,215
C#,vuln_major,owner_is_org,0.041750726442522416,0.13261995458213002,True,False,0.4994788905922755,0.2560311834521752,0.9744092839921246,215
C#,vuln_major,repo_age_days,0.14546584302263188,0.28054126868650436,False,False,1.0003562614886232,0.9998766298702891,1.0008361231818308,215
C#,vuln_major,staleness_days,0.9820433317183641,0.9987407896734861,False,False,0.9999844952887125,0.9986352438560763,1.001335569688683,215
C#,vuln_minor,commits_last_12m,0.01458040343884258,0.06690315522228932,True,False,1.0107894040345007,1.0021228510560087,1.0195309070457654,215
C#,vuln_minor,log_forks,0.32285493039276336,0.4470299036207493,False,False,0.8527348176219166,0.6217980432608722,1.1694418743604966,215
C#,vuln_minor,log_stars,2.7113954891990955e-05,0.0011908059482437386,True,True,1.7485169587028515,1.3468834446035862,2.2699154608521415,215
C#,vuln_minor,owner_is_org,0.012145572298451842,0.06558609041163994,True,False,0.45296762381667105,0.2439364402168617,0.8411193835726823,215
C#,vuln_minor,repo_age_days,0.242245383408062,0.3737500201152957,False,False,1.0002440222974516,0.9998350618132714,1.0006531500578995,215
C#,vuln_minor,staleness_days,0.8131851229314185,0.8712528299319966,False,False,1.0001143568283621,0.9991663086496998,1.001063304552317,215
C#,vulnerabilities,commits_last_12m,0.6230284664684994,0.7009070247770619,False,False,0.9984776018311012,0.9924304895264574,1.0045615606127638,215
C#,vulnerabilities,log_forks,0.3529452161522256,0.4764760418055046,False,False,1.2363385752632803,0.7901821512783022,1.934405972358756,215
C#,vulnerabilities,log_stars,0.5851293279861174,0.6830542234448181,False,False,0.8622277158068878,0.5063917237227663,1.4681058142896737,215
C#,vulnerabilities,owner_is_org,0.08475750038423138,0.21349138483674468,False,False,0.25185355202888415,0.05250765755252608,1.208018308684088,215
C#,vulnerabilities,repo_age_days,0.04048513540543565,0.13261995458213002,True,False,1.0006462092243336,1.0000280003222268,1.001264800297986,215
C#,vulnerabilities,staleness_days,0.20770207242739924,0.3398761185175624,False,False,0.9987550961736605,0.9968215553284402,1.0006923875198408,215
Java,bugs,commits_last_12m,0.8958995021519043,0.9590566367244555,False,False,0.9997570372326314,0.9961246312335548,1.0034026889370429,262
Java,bugs,log_forks,0.3486835171120669,0.5088894574068004,False,False,0.8529874250642832,0.6116666262117789,1.1895165048058083,262
Java,bugs,log_stars,0.05654282403032819,0.19083203110235766,False,False,1.3889664105227626,0.9908861362804229,1.9469721282027421,262
Java,bugs,owner_is_org,0.0010313661275177847,0.011138754177192074,True,True,2.9784775238278938,1.5520894807610606,5.715732546294897,262
Java,bugs,repo_age_days,0.2581670513824915,0.4482370712537617,False,False,0.9997521664882102,0.9993227284187102,1.0001817890997509,262
Java,bugs,staleness_days,0.07116204653774984,0.21348613961324953,False,False,0.998622683709359,0.9971288079154648,1.0001187975941295,262
Java,code_smells,commits_last_12m,0.2656219681503773,0.4482370712537617,False,False,1.0022728692324683,0.9982745816930803,1.006287170705839,262
Java,code_smells,log_forks,0.9682177618434029,0.9790175209329283,False,False,1.0096553445738707,0.6293472234244828,1.6197797922737684,262
Java,code_smells,log_stars,0.9699861490464171,0.9790175209329283,False,False,1.0092651227022789,0.6242612326735916,1.6317144723863568,262
Java,code_smells,owner_is_org,0.5771936345170776,0.6775751361722215,False,False,1.2378867288356121,0.584577954968236,2.6213160116696432,262
Java,code_smells,repo_age_days,0.05083192842537255,0.18299494233134117,False,False,0.999561001453236,0.9991206078193837,1.0000015892043463,262
Java,code_smells,staleness_days,5.101148541533548e-07,1.377310106214058e-05,True,True,0.9969676930704593,0.9957868639447023,0.9981499224531133,262
Java,security_hotspots,commits_last_12m,0.49697731837812853,0.5963727820537542,False,False,1.0011582283856193,0.9978198410768594,1.0045077848747908,262
Java,security_hotspots,log_forks,0.32817822029794785,0.4922673304469218,False,False,1.1550158895279512,0.8652296990297846,1.5418584296840239,262
Java,security_hotspots,log_stars,0.3956977652704511,0.5335164320409702,False,False,1.1788737593854952,0.806389971591779,1.7234134718024794,262
Java,security_hotspots,owner_is_org,0.39540333300870845,0.5335164320409702,False,False,0.7000730585524372,0.307616491433958,1.593225008927013,262
Java,security_hotspots,repo_age_days,0.031238728574820664,0.12976087254156277,True,False,0.999493201964815,0.9990322842878818,0.9999543322926386,262
Java,security_hotspots,staleness_days,0.7578628224086217,0.8351957634707259,False,False,1.0002399065093606,0.9987156650078358,1.0017664743107886,262
Java,vuln_blocker,commits_last_12m,0.10432199558600962,0.2533835501359047,False,False,1.0026078845229751,0.9994618306989405,1.0057638413311558,262
Java,vuln_blocker,log_forks,0.248411919117002,0.4471414544106036,False,False,1.2000023748925293,0.8804882981204568,1.63546262093617,262
Java,vuln_blocker,log_stars,0.7438875598410916,0.8351957634707259,False,False,1.0767279946139607,0.6910330417010855,1.6776957170260594,262
Java,vuln_blocker,owner_is_org,0.3216192268280993,0.4922673304469218,False,False,0.662822641310435,0.29390831417815005,1.4947989990083883,262
Java,vuln_blocker,repo_age_days,0.0117410392043969,0.06340161170374327,True,False,0.9994821794495671,0.9990795963043537,0.9998849248172793,262
Java,vuln_blocker,staleness_days,0.22739496823582683,0.4338268521933128,False,False,1.001290264039632,0.999196102904978,1.0033888142134795,262
Java,vuln_critical,commits_last_12m,0.09983345160070604,0.2533835501359047,False,False,1.0036261217421618,0.9993089440316144,1.007961950364918,262
Java,vuln_critical,log_forks,0.28630995534337356,0.4685071996527931,False,False,0.8191960497961432,0.5677785535865011,1.1819434949815621,262
Java,vuln_critical,log_stars,0.10629371571215825,0.2533835501359047,False,False,1.345211958186153,0.9386374802141174,1.9278957537836954,262
Java,vuln_critical,owner_is_org,0.020673897485891,0.10149004220346491,True,False,1.9584215345869886,1.1082783824658915,3.4606963086299256,262
Java,vuln_critical,repo_age_days,0.007130872431275283,0.055009587326980754,True,False,0.9994558334162034,0.9990596327054583,0.9998521912497047,262
Java,vuln_critical,staleness_days,1.0407431172727166e-05,0.000187333761109089,True,True,0.9972144790653923,0.9959785727780303,0.9984519189844939,262
Java,vuln_info,commits_last_12m,0.9057757124619857,0.9590566367244555,False,False,1.0000928838225962,0.9985560092754997,1.0016321237686805,262
Java,vuln_info,log_forks,0.11386931402295862,0.2562059565516569,False,False,1.3514800751788387,0.930355614688303,1.9632260662148324,262
Java,vuln_info,log_stars,0.2062621025453032,0.4125242050906064,False,False,0.763767447782494,0.5028834547028297,1.1599918606129123,262
Java,vuln_info,owner_is_org,0.9790175209329283,0.9790175209329283,False,False,1.0110485708296426,0.44581451598715777,2.292924918142659,262
Java,vuln_info,repo_age_days,0.18131026281163454,0.38561249326085256,False,False,0.9996004078164297,0.9990148000542038,1.0001863588533009,262
Java,vuln_info,staleness_days,0.6438150241503715,0.7397023681727672,False,False,0.9995606619338158,0.9977004769420738,1.0014243151891131,262
Java,vuln_major,commits_last_12m,0.44853357297978447,0.550473021384281,False,False,1.0015890735215969,0.9974846205184567,1.0057104155414784,262
Java,vuln_major,log_forks,0.03923916247294339,0.15135105525278164,True,False,0.7182481903280906,0.5243717984288445,0.9838066510351822,262
Java,vuln_major,log_stars,0.011258358759873383,0.06340161170374327,True,False,1.4980735826758167,1.0959607146538626,2.0477234531348607,262
Java,vuln_major,owner_is_org,0.010548662804730073,0.06340161170374327,True,False,1.9163408034919682,1.1640741104156467,3.1547493774403943,262
Java,vuln_major,repo_age_days,0.025122040659125978,0.1130491829660669,True,False,0.9996295859745788,0.9993055229134744,0.9999537541255332,262
Java,vuln_major,staleness_days,2.1281746417047716e-08,1.1492143065205767e-06,True,True,0.9970165142249506,0.9959746491509637,0.9980594691688788,262
Java,vuln_minor,commits_last_12m,0.06155069382622969,0.1955139686244943,False,False,1.0070874196979573,0.9996583857900067,1.0145716630110306,262
Java,vuln_minor,log_forks,0.23298108728900135,0.4338268521933128,False,False,1.4548881417839639,0.7856968750325616,2.6940408856989193,262
Java,vuln_minor,log_stars,0.10777521811004107,0.2533835501359047,False,False,0.6238856937512913,0.3510787435061381,1.108678226942341,262
Java,vuln_minor,owner_is_org,0.38446423460028756,0.5335164320409702,False,False,0.6546438377612107,0.25197215816783575,1.700817095963708,262
Java,vuln_minor,repo_age_days,0.4406957187744027,0.550473021384281,False,False,0.9997476850033207,0.9991065757631036,1.0003892056321402,262
Java,vuln_minor,staleness_days,0.002770438386969846,0.024933945482728617,True,True,0.9975723926508261,0.9959854055597053,0.9991619084215976,262
Java,vulnerabilities,commits_last_12m,0.29501216418545506,0.4685487313533698,False,False,1.0021367689688399,0.9981412190481862,1.0061483130382811,262
Java,vulnerabilities,log_forks,0.18566527453300308,0.38561249326085256,False,False,1.239175872582495,0.90201567837714,1.7023615886070658,262
Java,vulnerabilities,log_stars,0.10792262320603349,0.2533835501359047,False,False,1.4561848605864287,0.9209271454108405,2.302542995684136,262
Java,vulnerabilities,owner_is_org,6.618882703573528e-05,0.0008935491649824263,True,True,0.14180955408804155,0.05432050422648849,0.3702091855922593,262
Java,vulnerabilities,repo_age_days,0.4149572249207546,0.5335164320409702,False,False,0.9998001415666319,0.999319791255912,1.0002807227708286,262
Java,vulnerabilities,staleness_days,0.40932728966609444,0.5335164320409702,False,False,1.0007466913655045,0.9989738441859096,1.002522684760729,262
JavaScript,bugs,commits_last_12m,2.237862118466216e-06,1.3427172710797297e-05,True,True,0.9999891719167286,0.9999846857623681,0.999993658091215,3698
JavaScript,bugs,log_forks,0.00046282858564189087,0.0013154075591927424,True,True,2.2896857361908416,1.4400758959140811,3.640544769474141,3698
JavaScript,bugs,log_stars,0.005444790320377021,0.010470351463116982,True,True,0.6074039024573208,0.4273612155350992,0.8632966383213626,3698
JavaScript,bugs,owner_is_org,0.004170773293536936,0.00866237530196133,True,True,0.3788622208531561,0.19503501247462524,0.7359528967059709,3698
JavaScript,bugs,repo_age_days,0.06624957339020197,0.08725553568465626,False,False,1.000453098080527,0.9999696074202147,1.000936822511163,3698
JavaScript,bugs,staleness_days,0.5257147183211179,0.5677718957868073,False,False,1.000622286001162,0.9987014840076375,1.0025467822720633,3698
JavaScript,code_smells,commits_last_12m,0.2746384446717376,0.3089682502557048,False,False,0.9999970777066188,0.9999918348092286,1.0000023206314974,3698
JavaScript,code_smells,log_forks,0.007544780200015098,0.013142520348413397,True,True,1.4107948550956235,1.0960253624757,1.8159635637158074,3698
JavaScript,code_smells,log_stars,0.022437381805136762,0.03274644912101041,True,True,0.7077359913734526,0.525991224131879,0.9522786892729186,3698
JavaScript,code_smells,owner_is_org,0.0020053548851059013,0.004708224512857333,True,True,0.4820747500591246,0.3034447599746233,0.7658595411698738,3698
JavaScript,code_smells,repo_age_days,0.005584894217667305,0.010470351463116982,True,True,1.0005778812961152,1.0001691343582564,1.0009867952797804,3698
JavaScript,code_smells,staleness_days,0.00010083882475973517,0.0003889497526446928,True,True,0.998252871938181,0.9973734194867317,0.9991330998630881,3698
JavaScript,security_hotspots,commits_last_12m,0.21369230470098333,0.2508561837794152,False,False,1.0000208962927972,0.999987959815459,1.0000538338549598,3698
JavaScript,security_hotspots,log_forks,2.356698703222589e-10,6.36308649870099e-09,True,True,1.8323889902866424,1.5193489428043023,2.2099264475258718,3698
JavaScript,security_hotspots,log_stars,2.4107306802876386e-05,0.0001001380436427173,True,True,0.6452509091033375,0.5265268417250578,0.7907455094494361,3698
JavaScript,security_hotspots,owner_is_org,1.6723204163633122e-05,7.525441873634906e-05,True,True,0.4284769451701293,0.2912997376338291,0.6302528592494177,3698
JavaScript,security_hotspots,repo_age_days,0.7115464771184129,0.7389136493152749,False,False,1.000045507624787,0.999804324764834,1.0002867486652962,3698
JavaScript,security_hotspots,staleness_days,0.04439532461169352,0.06147044946234488,True,False,0.999056608939911,0.9981377141542367,0.9999763496686002,3698
JavaScript,vuln_blocker,commits_last_12m,1.4237776830449136e-37,7.688399488442534e-36,True,True,1.0000209414755707,1.0000177375838308,1.0000241453775751,3698
JavaScript,vuln_blocker,log_forks,4.0618850183563684e-07,3.13345415701777e-06,True,True,1.4460529648876073,1.253751923579614,1.667849227532974,3698
JavaScript,vuln_blocker,log_stars,0.0007931803838509583,0.0021415870363975876,True,True,0.725983842346988,0.6021234835538652,0.8753230088919906,3698
JavaScript,vuln_blocker,owner_is_org,7.869845527016353e-08,7.082860974314718e-07,True,True,0.3127984102543225,0.2046666962066986,0.4780594364938456,3698
JavaScript,vuln_blocker,repo_age_days,0.0013232307638629283,0.0032479300567544605,True,True,1.0003397573141326,1.000132352050347,1.000547205589169,3698
JavaScript,vuln_blocker,staleness_days,0.0002767809763364326,0.0008303429290092978,True,True,0.9987298096735948,0.9980458121675782,0.9994142759482617,3698
JavaScript,vuln_critical,commits_last_12m,0.01427641763672851,0.02267431036421587,True,True,0.9999915320558339,0.9999847585181525,0.9999983056393968,3698
JavaScript,vuln_critical,log_forks,0.04330256088167021,0.06147044946234488,True,False,1.162356571238125,1.0045380788987635,1.3449692222534557,3698
JavaScript,vuln_critical,log_stars,0.020288200989368725,0.030432301484053088,True,True,0.8097092545614797,0.6775119377265498,0.9677011435732445,3698
JavaScript,vuln_critical,owner_is_org,0.0009588505918554474,0.0024656158076282932,True,True,0.5847846574309784,0.4253102971983811,0.8040555279741024,3698
JavaScript,vuln_critical,repo_age_days,8.621177314593321e-07,5.819294687350492e-06,True,True,1.000493418123524,1.000296857713066,1.000690017158511,3698
JavaScript,vuln_critical,staleness_days,1.546320660165649e-05,7.525441873634906e-05,True,True,0.9987008632636546,0.9981122779437017,0.9992897956714918,3698
JavaScript,vuln_info,commits_last_12m,0.07823318801897887,0.10058552745297283,False,False,0.9999802270059238,0.999958220834076,1.0000022336620635,3698
JavaScript,vuln_info,log_forks,0.0038082333391848792,0.008225784012639339,True,True,1.2304027015811692,1.069189699868906,1.4159234869582624,3698
JavaScript,vuln_info,log_stars,0.00562296652648875,0.010470351463116982,True,True,0.7964637117593621,0.677967358350393,0.9356710707916528,3698
JavaScript,vuln_info,owner_is_org,0.1380982483106647,0.16571789797279762,False,False,0.7790240848495278,0.5600329534848809,1.0836478835741012,3698
JavaScript,vuln_info,repo_age_days,0.017869192624714977,0.027569611478131677,True,True,1.0002145147898676,1.0000369841030636,1.0003920769926506,3698
JavaScript,vuln_info,staleness_days,0.00011692537748263513,0.00039462314900389357,True,True,0.9990378283657457,0.9985486757871792,0.9995272205623209,3698
JavaScript,vuln_major,commits_last_12m,0.9440235189488491,0.9440235189488491,False,False,0.9999997072798088,0.9999915362522457,1.0000078783741382,3698
JavaScript,vuln_major,log_forks,0.04597852829413312,0.062071013197079715,True,False,1.1376535344681797,1.0023050580779407,1.2912790911879228,3698
JavaScript,vuln_major,log_stars,0.11229526889779529,0.13781692092002149,False,False,0.8868137553491244,0.7646167486647701,1.0285396416567563,3698
JavaScript,vuln_major,owner_is_org,0.08298718167416255,0.10421646070708786,False,False,0.7722185705586444,0.5765314483989118,1.0343260933496055,3698
JavaScript,vuln_major,repo_age_days,0.0027012306149243035,0.006077768883579683,True,True,1.000253953898379,1.00008802414891,1.0004199111781065,3698
JavaScript,vuln_major,staleness_days,6.746336587020709e-10,9.107554392477958e-09,True,True,0.9987414091526119,0.9983420610216854,0.9991409170273136,3698
JavaScript,vuln_minor,commits_last_12m,0.7044622665302653,0.7389136493152749,False,False,1.0000217881662037,0.9999092080109969,1.0001343809968526,3698
JavaScript,vuln_minor,log_forks,0.00011009732923249496,0.00039462314900389357,True,True,1.2361038525998993,1.1101962907480183,1.3762906137822017,3698
JavaScript,vuln_minor,log_stars,0.01116709048489887,0.018844465193266845,True,True,0.8497213642448647,0.7492869612981712,0.9636179917013541,3698
JavaScript,vuln_minor,owner_is_org,0.013662520399559635,0.022356851562915763,True,True,0.7311895038695179,0.5701148620082499,0.9377725896947676,3698
JavaScript,vuln_minor,repo_age_days,0.2272029808476016,0.2610417226759678,False,False,1.0000898272612322,0.9999440389532163,1.000235636824668,3698
JavaScript,vuln_minor,staleness_days,7.444715397629758e-09,8.04029262944014e-08,True,True,0.9989872915934909,0.9986441549714733,0.9993305461181075,3698
JavaScript,vulnerabilities,commits_last_12m,0.9243380802354606,0.9417784213719786,False,False,0.9999992443891239,0.9999836505521349,1.0000148384692846,3698
JavaScript,vulnerabilities,log_forks,6.489870232688603e-10,9.107554392477958e-09,True,True,1.7839688018806823,1.4846891751194657,2.143576406036309,3698
JavaScript,vulnerabilities,log_stars,6.111319836385022e-06,3.300112711647912e-05,True,True,0.5805022662294259,0.458607477466264,0.7347958715354533,3698
JavaScript,vulnerabilities,owner_is_org,0.00014952843266291115,0.0004749726684586589,True,True,0.34103090085567617,0.1955690962900009,0.594685344181244,3698
JavaScript,vulnerabilities,repo_age_days,0.4975704598662789,0.5483429557710012,False,False,0.9999172428696467,0.9996781587942198,1.0001563841246714,3698
JavaScript,vulnerabilities,staleness_days,0.006953751460600024,0.012516752629080042,True,True,0.9988925207565155,0.9980890737586594,0.9996966145173664,3698
Python,bugs,commits_last_12m,0.24775816911966797,0.656037363643223,False,False,0.9999721091198187,0.9999248150288916,1.000019405447645,3356
Python,bugs,log_forks,5.932966902010946e-06,0.00032038021270859113,True,True,0.4260065761214855,0.2944656543740067,0.6163082186428698,3356
Python,bugs,log_stars,0.00026637116790040484,0.007192021533310931,True,True,3.2251079393473283,1.7185696571013998,6.0523128506669925,3356
Python,bugs,owner_is_org,0.431460356196279,0.8478178339096069,False,False,1.5803812625427538,0.5053224942326422,4.942595992662008,3356
Python,bugs,repo_age_days,0.08809646469722976,0.3964340911375339,False,False,1.0007781512501974,0.9998839635245068,1.001673138640367,3356
Python,bugs,staleness_days,0.64801100742625,0.9068682317283449,False,False,1.0006840659893366,0.9977505349708609,1.003626222013698,3356
Python,code_smells,commits_last_12m,0.5417866609983896,0.9068682317283449,False,False,1.000297637635639,0.9993418038355886,1.0012543856556786,3356
Python,code_smells,log_forks,0.9528990593781385,0.9548376500855092,False,False,1.009935024502634,0.7274908797240544,1.4020364820298803,3356
Python,code_smells,log_stars,0.16873393994725916,0.5473854746392177,False,False,0.7934707198917668,0.5707592329895664,1.1030847105666841,3356
Python,code_smells,owner_is_org,0.19333496434822783,0.5497929164853447,False,False,0.6784872905028748,0.3781940927328749,1.2172189154183384,3356
Python,code_smells,repo_age_days,0.135661714306178,0.5473854746392177,False,False,1.000283138079984,0.99991124618433,1.000655168291496,3356
Python,code_smells,staleness_days,0.6091949586361715,0.9068682317283449,False,False,0.999759680623955,0.9988388616137136,1.0006813485275288,3356
Python,security_hotspots,commits_last_12m,0.805664774871957,0.9548376500855092,False,False,1.0001205499011263,0.9991605798322323,1.0010814422867647,3356
Python,security_hotspots,log_forks,0.9301416190679036,0.9548376500855092,False,False,1.0163365256381902,0.7074558690667005,1.4600768450885802,3356
Python,security_hotspots,log_stars,0.8644113515352309,0.9548376500855092,False,False,1.0322465247566182,0.7171006504848069,1.485890282140653,3356
Python,security_hotspots,owner_is_org,0.17232505683086485,0.5473854746392177,False,False,0.6731609392893775,0.38131018000380446,1.1883911679998573,3356
Python,security_hotspots,repo_age_days,0.911769055894226,0.9548376500855092,False,False,1.0000192609191,0.9996786281427182,1.0003600097634713,3356
Python,security_hotspots,staleness_days,0.3560678096104761,0.7536092294538181,False,False,0.9996100534380526,0.9987824130829334,1.000438379616779,3356
Python,vuln_blocker,commits_last_12m,0.898128745483952,0.9548376500855092,False,False,1.000079598468151,0.9988617063348821,1.001298975552979,3356
Python,vuln_blocker,log_forks,0.9548376500855092,0.9548376500855092,False,False,1.0042627442668193,0.8667897348436066,1.1635389979604371,3356
Python,vuln_blocker,log_stars,0.947705988268899,0.9548376500855092,False,False,1.0055594699310535,0.8520332418704804,1.1867492931945123,3356
Python,vuln_blocker,owner_is_org,0.019607053983171287,0.16235905639258638,True,False,0.6800229599311892,0.4918957940274432,0.9400999798094967,3356
Python,vuln_blocker,repo_age_days,0.024053193539642425,0.16235905639258638,True,False,1.0002569481896837,1.0000337409534414,1.0004802052457153,3356
Python,vuln_blocker,staleness_days,0.7886713523948872,0.9548376500855092,False,False,0.9999059663385245,0.9992186319999404,1.0005937734750308,3356
Python,vuln_critical,commits_last_12m,0.5360122112906892,0.9068682317283449,False,False,1.0003019225983922,0.9993460211649055,1.0012587383773923,3356
Python,vuln_critical,log_forks,0.15484372936068996,0.5473854746392177,False,False,1.1330820949268428,0.9539051049850487,1.3459148369521787,3356
Python,vuln_critical,log_stars,0.2551943126118156,0.656037363643223,False,False,0.8983545316265856,0.7468939404049241,1.0805294042906408,3356
Python,vuln_critical,owner_is_org,0.05958557688516761,0.29251101379991373,False,False,0.68466164527506,0.4616410912332088,1.0154242709601997,3356
Python,vuln_critical,repo_age_days,0.022276463031297777,0.16235905639258638,True,False,1.0002599360801434,1.0000370317256033,1.0004828901191947,3356
Python,vuln_critical,staleness_days,0.9466286338217158,0.9548376500855092,False,False,0.9999766622702692,0.9992935992977104,1.0006601921476743,3356
Python,vuln_info,commits_last_12m,0.4396092472123887,0.8478178339096069,False,False,0.9999922653648684,0.9999726505163895,1.0000118805981002,3356
Python,vuln_info,log_forks,0.5134630103761032,0.9068682317283449,False,False,1.0659723604595999,0.8800860463964698,1.2911204284131106,3356
Python,vuln_info,log_stars,0.6230323041615757,0.9068682317283449,False,False,0.9497942045182872,0.7734508314831937,1.166343087648653,3356
Python,vuln_info,owner_is_org,0.6717542457246999,0.9068682317283449,False,False,1.0913887914105995,0.7282996619587659,1.6354936796388722,3356
Python,vuln_info,repo_age_days,0.267274481484276,0.656037363643223,False,False,1.000159016492033,0.9998780911654949,1.0004400207472326,3356
Python,vuln_info,staleness_days,0.8361541499221724,0.9548376500855092,False,False,1.000082222237511,0.9993032831424404,1.00086176850172,3356
Python,vuln_major,commits_last_12m,0.6350330558858117,0.9068682317283449,False,False,1.0002088456323093,0.9993467533697802,1.00107168158372,3356
Python,vuln_major,log_forks,0.36284888825554207,0.7536092294538181,False,False,0.9354734530669448,0.8102805652409517,1.0800093435941702,3356
Python,vuln_major,log_stars,0.29196744165066646,0.6854887760493908,False,False,1.0869263731148897,0.9308344502146948,1.269193399857729,3356
Python,vuln_major,owner_is_org,0.19344565580039907,0.5497929164853447,False,False,0.8101195474810216,0.5898205539418369,1.112700594824597,3356
Python,vuln_major,repo_age_days,0.03942260402666369,0.23653562415998217,True,False,1.000218324553127,1.000010575619877,1.0004261166455404,3356
Python,vuln_major,staleness_days,0.8195150308494722,0.9548376500855092,False,False,1.0000684103763298,0.9994809195232364,1.000656246554177,3356
