language,outcome,predictor,n,coef,std_error,p_raw,IRR,IRR_CI_low,IRR_CI_high,used_regularized,p_adj_bh_global,sig_bh_global,p_adj_bh_by_language,sig_bh_by_language,p_adj_bh_by_outcome,sig_bh_by_outcome
Java,bugs,staleness_days,262,-0.0013782656625469767,0.0007638182194212459,0.07116204653774984,0.998622683709359,0.9971288079154648,1.0001187975941295,False,0.15620937044871916,False,0.21348613961324953,False,0.14232409307549967,False
Java,bugs,commits_last_12m,262,-0.00024299228760343164,0.0018571286035738827,0.8958995021519043,0.9997570372326314,0.9961246312335548,1.0034026889370429,False,0.9584773173148896,False,0.9590566367244555,False,0.9598923237341831,False
Java,bugs,repo_age_days,262,-0.00024786422758965034,0.00021920647986047972,0.2581670513824915,0.9997521664882102,0.9993227284187102,1.0001817890997509,False,0.393814146176682,False,0.4482370712537617,False,0.3665817594813057,False
Java,bugs,log_stars,262,0.32855988099079375,0.17230700804087873,0.05654282403032819,1.3889664105227626,0.9908861362804229,1.9469721282027421,False,0.12937764820498823,False,0.19083203110235766,False,0.13048344006998813,False
Java,bugs,log_forks,262,-0.15901047361051385,0.16967526052162993,0.3486835171120669,0.8529874250642832,0.6116666262117789,1.1895165048058083,False,0.4903361959388441,False,0.5088894574068004,False,0.45480458753747854,False
Java,bugs,owner_is_org,262,1.0914122719201083,0.33256233371272165,0.0010313661275177847,2.9784775238278938,1.5520894807610606,5.715732546294897,False,0.005569377088596037,True,0.011138754177192074,True,0.0038676229781916924,True
Java,code_smells,staleness_days,262,-0.0030369136872908905,0.0006046655155641866,5.101148541533548e-07,0.9969676930704593,0.9957868639447023,0.9981499224531133,False,8.10182415420034e-06,True,1.377310106214058e-05,True,7.651722812300322e-06,True
Java,code_smells,commits_last_12m,262,0.002270290172365961,0.002039424580977133,0.2656219681503773,1.0022728692324683,0.9982745816930803,1.006287170705839,False,0.40065883464023394,False,0.4482370712537617,False,0.4119576670076064,False
Java,code_smells,repo_age_days,262,-0.00043909493483655404,0.0002248429774200273,0.05083192842537255,0.999561001453236,0.9991206078193837,1.0000015892043463,False,0.1183156954728499,False,0.18299494233134117,False,0.12707982106343135,False
Java,code_smells,log_stars,262,0.009222464738012477,0.24511104522387514,0.9699861490464171,1.0092651227022789,0.6242612326735916,1.6317144723863568,False,0.9808848698222196,False,0.9790175209329283,False,0.9987407896734861,False
Java,code_smells,log_forks,262,0.009609029620360345,0.24116829871250817,0.9682177618434029,1.0096553445738707,0.6293472234244828,1.6197797922737684,False,0.9808848698222196,False,0.9790175209329283,False,0.9987407896734861,False
Java,code_smells,owner_is_org,262,0.21340567479019698,0.3827982643168836,0.5771936345170776,1.2378867288356121,0.584577954968236,2.6213160116696432,False,0.7116085905005066,False,0.6775751361722215,False,0.7528612624135794,False
Java,vulnerabilities,staleness_days,262,0.0007464127302012138,0.0009046571348308249,0.40932728966609444,1.0007466913655045,0.9989738441859096,1.002522684760729,False,0.5525918410492275,False,0.5335164320409702,False,0.5186965311509432,False
Java,vulnerabilities,commits_last_12m,262,0.0021344893248308617,0.0020383027367830877,0.29501216418545506,1.0021367689688399,0.9981412190481862,1.0061483130382811,False,0.4282434641401767,False,0.4685487313533698,False,0.4425182462781826,False
Java,vulnerabilities,repo_age_days,262,-0.0001998784077261842,0.00024518908871848177,0.4149572249207546,0.9998001415666319,0.999319791255912,1.0002807227708286,False,0.5574052275054913,False,0.5335164320409702,False,0.5186965311509432,False
Java,vulnerabilities,log_stars,262,0.37581990640364155,0.23377687532116204,0.10792262320603349,1.4561848605864287,0.9209271454108405,2.302542995684136,False,0.21115295844658727,False,0.2533835501359047,False,0.21584524641206698,False
Java,vulnerabilities,log_forks,262,0.2144465397748228,0.16202844519466206,0.18566527453300308,1.239175872582495,0.90201567837714,1.7023615886070658,False,0.3133101507744427,False,0.38561249326085256,False,0.30944212422167183,False
Java,vulnerabilities,owner_is_org,262,-1.9532702899462246,0.4895922735711398,6.618882703573528e-05,0.14180955408804155,0.05432050422648849,0.3702091855922593,False,0.0005584682281140164,True,0.0008935491649824263,True,0.0006618882703573527,True
Java,security_hotspots,staleness_days,262,0.00023987773639572673,0.0007780950087008671,0.7578628224086217,1.0002399065093606,0.9987156650078358,1.0017664743107886,False,0.8561630211310789,False,0.8351957634707259,False,0.8951830831910633,False
Java,security_hotspots,commits_last_12m,262,0.0011575581565915509,0.0017041624807227643,0.49697731837812853,1.0011582283856193,0.9978198410768594,1.0045077848747908,False,0.6294691522812125,False,0.5963727820537542,False,0.6507555487351665,False
Java,security_hotspots,repo_age_days,262,-0.0005069265007151179,0.0002353399114425841,0.031238728574820664,0.999493201964815,0.9990322842878818,0.9999543322926386,False,0.08188792927380174,False,0.12976087254156277,False,0.08519653247678363,False
Java,security_hotspots,log_stars,262,0.16455954150981342,0.19375221293333572,0.3956977652704511,1.1788737593854952,0.806389971591779,1.7234134718024794,False,0.5395878617324333,False,0.5335164320409702,False,0.5652825218149301,False
Java,security_hotspots,log_forks,262,0.1441141010461852,0.14738758600431842,0.32817822029794785,1.1550158895279512,0.8652296990297846,1.5418584296840239,False,0.4663585235812943,False,0.4922673304469218,False,0.5469637004965798,False
Java,security_hotspots,owner_is_org,262,-0.35657058002421066,0.41956426546899855,0.39540333300870845,0.7000730585524372,0.307616491433958,1.593225008927013,False,0.5395878617324333,False,0.5335164320409702,False,0.5652825218149301,False
Java,vuln_blocker,staleness_days,262,0.0012894323642961745,0.001068209811190321,0.22739496823582683,1.001290264039632,0.999196102904978,1.0033888142134795,False,0.36545619895043596,False,0.4338268521933128,False,0.40128523806322386,False
Java,vuln_blocker,commits_last_12m,262,0.0026044898927209312,0.001603500923305596,0.10432199558600962,1.0026078845229751,0.9994618306989405,1.0057638413311558,False,0.20864399117201923,False,0.2533835501359047,False,0.19560374172376804,False
Java,vuln_blocker,repo_age_days,262,-0.0005179546657946494,0.0002055511553247648,0.0117410392043969,0.9994821794495671,0.9990795963043537,0.9998849248172793,False,0.04064205878445081,True,0.06340161170374327,False,0.035223117613190705,True
