language,outcome,predictor,n,coef,std_error,p_raw,IRR,IRR_CI_low,IRR_CI_high,used_regularized,sig_raw,p_adj_bh_global,sig_bh_global,p_adj_bonf_global,sig_bonf_global,p_adj_bh_by_language,sig_bh_by_language,p_adj_bonf_by_language,sig_bonf_by_language,p_adj_bh_by_outcome,sig_bh_by_outcome,p_adj_bonf_by_outcome,sig_bonf_by_outcome
Java,bugs,staleness_days,262,-0.001378235475001557,0.000763818745711043,0.07116843228269622,0.9986227138553271,0.997128836987789,1.0001188288168932,False,False,0.15622338793762586,False,1.0,False,0.21350529684808867,False,1.0,False,0.14233686456539243,False,1.0,False
Java,bugs,commits_last_12m,262,-0.00024278927119271367,0.001857178467074419,0.895988758781137,0.9997572401997372,0.9961247361112847,1.0034029907075128,False,False,0.9584737255380957,False,1.0,False,0.958790176069893,False,1.0,False,0.9599879558369325,False,1.0,False
Java,bugs,repo_age_days,262,-0.0002479283371849787,0.00021924041360005988,0.2581176253103744,0.9997521023945054,0.99932259788868,1.000181791499499,False,False,0.39373875047345247,False,1.0,False,0.44818140237191667,False,1.0,False,0.36655723073114155,False,1.0,False
Java,bugs,log_stars,262,0.3285610472446028,0.17231049263585088,0.056546942528402214,1.388968030411074,0.9908805244851772,1.9469876961265054,False,False,0.129387071887022,False,1.0,False,0.19084593103335748,False,1.0,False,0.1304929442963128,False,1.0,False
Java,bugs,log_forks,262,-0.15898646259475246,0.16968599170797755,0.34878678608483693,0.8530079064046785,0.6116684479271415,1.189570086301988,False,False,0.4904814179318019,False,1.0,False,0.5090401742859781,False,1.0,False,0.45493928619761337,False,1.0,False
Java,bugs,owner_is_org,262,1.0914010441545374,0.3325613359512192,0.0010314535998582628,2.978444082368235,1.5520750895608297,5.715657194333622,False,True,0.005569849439234619,True,0.27849247196173094,False,0.011139698878469238,True,0.05569849439234619,False,0.0038679509994684856,True,0.030943607995747885,True
Java,code_smells,staleness_days,262,-0.0030368573328169515,0.0006046500129845609,5.100203630481139e-07,0.9969677492540507,0.9957869503182346,0.9981499483750433,False,True,8.100323413117103e-06,True,0.00013770549802299075,True,1.3770549802299074e-05,True,2.754109960459815e-05,True,7.650305445721707e-06,True,1.5300610891443414e-05,True
Java,code_smells,commits_last_12m,262,0.002270461361806129,0.002039437603063386,0.265588979183358,1.0022730408110143,0.9982747271083751,1.006287368654882,False,False,0.4006090747458472,False,1.0,False,0.44818140237191667,False,1.0,False,0.4116963325943671,False,1.0,False
Java,code_smells,repo_age_days,262,-0.00043917085170014196,0.00022484934436624865,0.05079847592080087,0.9995609255697027,0.9991205195012733,1.000001525766369,False,False,0.11823783188462271,False,1.0,False,0.1828745133148831,False,1.0,False,0.12699618980200217,False,1.0,False
Java,code_smells,log_stars,262,0.009239141492988632,0.24510844461041867,0.9699315825447803,1.0092819541097824,0.6242748254005605,1.6317333671721477,False,False,0.9808296902138227,False,1.0,False,0.9790885878811886,False,1.0,False,0.9984616418978622,False,1.0,False
Java,code_smells,log_forks,262,0.009629373581487877,0.24117244801543475,0.9681510567859419,1.0096758851718908,0.6293549087304443,1.6198259185013755,False,False,0.9808296902138227,False,1.0,False,0.9790885878811886,False,1.0,False,0.9984616418978622,False,1.0,False
Java,code_smells,owner_is_org,262,0.21343178674598992,0.38278952491069357,0.5771383478011951,1.2379190529011725,0.5846032331783061,2.62133955914735,False,False,0.711540428795994,False,1.0,False,0.677510234375316,False,1.0,False,0.7527891493059066,False,1.0,False
Java,vulnerabilities,staleness_days,262,0.0007465101134778719,0.0009046371317746848,0.4092558244328248,1.0007467888215011,0.9989739806343041,1.0025227430855024,False,False,0.5524953629843136,False,1.0,False,0.5331226790566858,False,1.0,False,0.5183137157495555,False,1.0,False
Java,vulnerabilities,commits_last_12m,262,0.002134377819484181,0.002038104098763566,0.29499033016606224,1.0021366572252381,0.9981414963498394,1.0061478091304445,False,False,0.4282117695958968,False,1.0,False,0.46851405379315764,False,1.0,False,0.44248549524909336,False,1.0,False
Java,vulnerabilities,repo_age_days,262,-0.0002000101914208057,0.0002451897645569352,0.41465097259964445,0.9998000098092841,0.9993196582381486,1.0002805922751388,False,False,0.5569938437905672,False,1.0,False,0.5331226790566858,False,1.0,False,0.5183137157495555,False,1.0,False
Java,vulnerabilities,log_stars,262,0.37582218391728556,0.23378243727100675,0.10792887024633782,1.4561881770710936,0.9209192036385366,2.3025733404881086,False,False,0.21116518091674794,False,1.0,False,0.25339821710009747,False,1.0,False,0.21585774049267564,False,1.0,False
Java,vulnerabilities,log_forks,262,0.21448300363345074,0.16203562246198464,0.18560997728248463,1.2392210585401502,0.9020358807537134,1.702447612888983,False,False,0.3132168366641928,False,1.0,False,0.3854976451251604,False,1.0,False,0.3093499621374744,False,1.0,False
Java,vulnerabilities,owner_is_org,262,-1.9532510329057207,0.48958638569182916,6.618641446550766e-05,0.14181228494666254,0.05432217716472338,0.3702120425109404,False,True,0.0005584478720527208,True,0.017870331905687067,True,0.0008935165952843534,True,0.0035740663811374136,True,0.0006618641446550765,True,0.0019855924339652296,True
Java,security_hotspots,staleness_days,262,0.0002399176315490329,0.0007780832244450022,0.7578202584561903,1.0002399464140859,0.9987157279188055,1.001766491138899,False,False,0.856114936331261,False,1.0,False,0.8351488562578423,False,1.0,False,0.8952164500287305,False,1.0,False
Java,security_hotspots,commits_last_12m,262,0.0011578428096875439,0.0017041342256557852,0.49686437151465856,1.001158513368449,0.9978201803676029,1.004508015182518,False,False,0.6297227353173186,False,1.0,False,0.5962372458175903,False,1.0,False,0.651017707043025,False,1.0,False
Java,security_hotspots,repo_age_days,262,-0.0005069938801116035,0.0002353439383295119,0.03121917258806081,0.9994931346195686,0.9990322090887767,0.9999542728085139,False,True,0.08183666600753804,False,1.0,False,0.12967963998117568,False,1.0,False,0.08514319796743858,False,0.9365751776418243,False
Java,security_hotspots,log_stars,262,0.16457230298275272,0.19375342759523734,0.3956640885796817,1.1788888036470677,0.8063983425915999,1.7234395682138295,False,False,0.5395419389722933,False,1.0,False,0.5331226790566858,False,1.0,False,0.5652344122566882,False,1.0,False
Java,security_hotspots,log_forks,262,0.14414504785825327,0.14739841153884933,0.3281098883840702,1.155051634140708,0.8652381170239589,1.5419388620094472,False,False,0.46626142033525764,False,1.0,False,0.49216483257610527,False,1.0,False,0.5468498139734503,False,1.0,False
Java,security_hotspots,owner_is_org,262,-0.35660984228951187,0.4195578360367915,0.39534406022223445,0.7000455726378652,0.3076082902385344,1.5931423804925975,False,False,0.5395419389722933,False,1.0,False,0.5331226790566858,False,1.0,False,0.5652344122566882,False,1.0,False
Java,vuln_blocker,staleness_days,262,0.001289466575052076,0.001068192349137954,0.22737503785901203,1.0012902982945293,0.9991961712857146,1.0033888141991933,False,False,0.3654241679876979,False,1.0,False,0.4336119890332103,False,1.0,False,0.40125006681002123,False,1.0,False
Java,vuln_blocker,commits_last_12m,262,0.002604617649043732,0.0016032548969158416,0.10425184098628522,1.00260801261248,0.999462440330051,1.005763484841705,False,False,0.20850368197257044,False,1.0,False,0.25339821710009747,False,1.0,False,0.1954722018492848,False,1.0,False
Java,vuln_blocker,repo_age_days,262,-0.0005180456623932617,0.00020555967915528387,0.011729763994576477,0.9994820885000925,0.9990794887004903,0.9998848505356333,False,True,0.0406030292119955,True,1.0,False,0.06334072557071298,False,0.6334072557071297,False,0.035189291983729436,True,0.3518929198372943,False
Java,vuln_blocker,log_stars,262,0.0739384555429431,0.2262765187993363,0.7438482780286467,1.0767405360453,0.6910415188515386,1.6777142188068672,False,False,0.8448278272770101,False,1.0,False,0.8351488562578423,False,1.0,False,0.892617933634376,False,1.0,False
Java,vuln_blocker,log_forks,262,0.18234546282746297,0.15796566614134727,0.24836242287798005,1.2000286875831119,0.8805033436543998,1.6355063968816423,False,False,0.383256494201507,False,1.0,False,0.44705236118036407,False,1.0,False,0.4086160480639645,False,1.0,False
