sample_group,repo_url,original_link_repository,owner_type,owner_is_org,created_at,updated_at,repo_age_days,staleness_days,stars,forks,commits_last_12m,ncloc,files,functions,composite_score,mixedness_score,n_metrics_used,strata,repo_context,top_worst_metrics
best,https://github.com/nextstrain/pathogen-repo-guide,https://github.com/nextstrain/pathogen-repo-guide,Organization,1,2023-08-21 22:11:43,2025-11-04 00:50:58,885,16,4,1,43,0,0,0,0.2714210038405509,0.13019448383037793,9,org|low,"age=885d, stale=16d, commits12m=43, stars=4, forks=1",vulnerabilities_per_ncloc:0.44; vuln_info_per_ncloc:0.42; vuln_blocker_per_ncloc:0.40
best,https://github.com/ultralytics/template,https://github.com/ultralytics/template,Organization,1,2023-12-31 18:36:23,2025-11-02 20:12:06,753,19,19,9,32,29,4,6,0.2714210038405509,0.13019448383037793,9,org|low,"age=753d, stale=19d, commits12m=32, stars=19, forks=9",vulnerabilities_per_ncloc:0.44; vuln_info_per_ncloc:0.42; vuln_blocker_per_ncloc:0.40
best,https://github.com/niclabs/TEMPLATE-NICLABS-REPO,https://github.com/niclabs/TEMPLATE-NICLABS-REPO,Organization,1,2024-11-11 14:23:43,2025-09-04 14:56:59,437,77,2,7,18,55,2,14,0.2714210038405509,0.13019448383037793,9,org|very_low,"age=437d, stale=77d, commits12m=18, stars=2, forks=7",vulnerabilities_per_ncloc:0.44; vuln_info_per_ncloc:0.42; vuln_blocker_per_ncloc:0.40
best,https://github.com/Sceptre/sceptre-hook-template,https://github.com/Sceptre/sceptre-hook-template,Organization,1,2019-01-23 12:32:46,2024-05-14 05:20:57,2557,555,2,1,0,11,4,3,0.2714210038405509,0.13019448383037793,9,org|very_low,"age=2557d, stale=555d, commits12m=0, stars=2, forks=1",vulnerabilities_per_ncloc:0.44; vuln_info_per_ncloc:0.42; vuln_blocker_per_ncloc:0.40
best,https://github.com/MxMnr/crew-ai-simple-social-template,https://github.com/MxMnr/crew-ai-simple-social-template,User,0,2024-12-12 21:41:57,2025-11-08 10:25:02,406,13,22,1,3,61,1,0,0.2714210038405509,0.13019448383037793,9,user|mid,"age=406d, stale=13d, commits12m=3, stars=22, forks=1",vulnerabilities_per_ncloc:0.44; vuln_info_per_ncloc:0.42; vuln_blocker_per_ncloc:0.40
best,https://github.com/Chim-SO/mlops-template,https://github.com/Chim-SO/mlops-template,User,0,2023-03-10 15:19:55,2025-10-30 13:38:17,1049,22,23,6,0,16,18,1,0.2714210038405509,0.13019448383037793,9,user|mid,"age=1049d, stale=22d, commits12m=0, stars=23, forks=6",vulnerabilities_per_ncloc:0.44; vuln_info_per_ncloc:0.42; vuln_blocker_per_ncloc:0.40
best,https://github.com/steamship-core/multimodal-agent-starter,https://github.com/steamship-core/multimodal-agent-starter,Organization,1,2023-04-27 17:12:51,2025-10-06 09:41:19,1001,46,157,147,0,795,8,25,0.2714210038405509,0.13019448383037793,9,org|high,"age=1001d, stale=46d, commits12m=0, stars=157, forks=147",vulnerabilities_per_ncloc:0.44; vuln_info_per_ncloc:0.42; vuln_blocker_per_ncloc:0.40
best,https://github.com/aws-samples/aws-cdk-project-structure-python,https://github.com/aws-samples/aws-cdk-project-structure-python,Organization,1,2021-07-21 17:39:11,2025-10-10 23:18:44,1646,41,191,30,0,390,16,29,0.2714210038405509,0.13019448383037793,9,org|high,"age=1646d, stale=41d, commits12m=0, stars=191, forks=30",vulnerabilities_per_ncloc:0.44; vuln_info_per_ncloc:0.42; vuln_blocker_per_ncloc:0.40
best,https://github.com/pengwh96/bkk,https://github.com/pengwh96/bkk,User,0,2025-05-29 01:15:51,2025-11-05 22:15:53,239,16,184,5,4,5,1,0,0.2714210038405509,0.13019448383037793,9,user|high,"age=239d, stale=16d, commits12m=4, stars=184, forks=5",vulnerabilities_per_ncloc:0.44; vuln_info_per_ncloc:0.42; vuln_blocker_per_ncloc:0.40
best,https://github.com/dataprofessor/llama2,https://github.com/dataprofessor/llama2,User,0,2023-07-19 10:13:21,2025-10-20 23:09:06,919,31,377,763,0,210,5,6,0.2714210038405509,0.13019448383037793,9,user|high,"age=919d, stale=31d, commits12m=0, stars=377, forks=763",vulnerabilities_per_ncloc:0.44; vuln_info_per_ncloc:0.42; vuln_blocker_per_ncloc:0.40
worst,https://github.com/alonitac/atech-devops-june-2023,https://github.com/alonitac/atech-devops-june-2023,User,0,2023-08-15 11:28:56,2025-03-19 08:21:23,892,246,6,1,0,7002,101,525,0.881340219838432,0.06846296552794613,9,user|low,"age=892d, stale=246d, commits12m=0, stars=6, forks=1",vulnerabilities_per_ncloc:0.99; vuln_info_per_ncloc:0.97; vuln_minor_per_ncloc:0.91
worst,https://github.com/pythoninthegrass/python_template,https://github.com/pythoninthegrass/python_template,User,0,2022-01-26 20:08:39,2025-03-10 01:33:59,1457,256,16,7,0,775,38,30,0.8644219308700835,0.1560111142873663,9,user|low,"age=1457d, stale=256d, commits12m=0, stars=16, forks=7",vulnerabilities_per_ncloc:0.97; vuln_info_per_ncloc:0.97; bugs_per_ncloc:0.96
worst,https://github.com/paulumi/tools-fbold,https://github.com/paulumi/tools-fbold,User,0,2019-09-14 02:00:49,2024-05-06 05:16:44,2323,563,5,2,0,111,4,4,0.8437624155740961,0.2463231940580871,9,user|low,"age=2323d, stale=563d, commits12m=0, stars=5, forks=2",vulnerabilities_per_ncloc:1.00; vuln_major_per_ncloc:0.99; code_smells_per_ncloc:0.98
worst,https://github.com/efraim-lima/financial-api-scraper,https://github.com/efraim-lima/financial-api-scraper,User,0,2024-04-26 20:34:53,2024-05-22 15:30:49,636,547,2,0,0,620,24,51,0.8797179181565355,0.12669756053628792,9,user|very_low,"age=636d, stale=547d, commits12m=0, stars=2, forks=0",vulnerabilities_per_ncloc:0.98; vuln_blocker_per_ncloc:0.97; vuln_info_per_ncloc:0.96
worst,https://github.com/LuCiFeR7238/XVX,https://github.com/LuCiFeR7238/XVX,User,0,2023-12-10 06:33:05,2025-10-01 05:43:53,775,50,3,1,0,22722,59,493,0.8748013508144616,0.17571464061270525,9,user|very_low,"age=775d, stale=50d, commits12m=0, stars=3, forks=1",security_hotspots_per_ncloc:0.99; vuln_critical_per_ncloc:0.98; code_smells_per_ncloc:0.96
worst,https://github.com/xixuer/AI-digital-human,https://github.com/xixuer/AI-digital-human,User,0,2024-09-11 08:54:46,2024-12-16 06:35:12,499,339,2,1,0,15791,140,895,0.865911799761621,0.06685329091815971,9,user|very_low,"age=499d, stale=339d, commits12m=0, stars=2, forks=1",vuln_blocker_per_ncloc:0.92; vulnerabilities_per_ncloc:0.91; vuln_critical_per_ncloc:0.91
worst,https://github.com/Lonero-Team/Decentralized-Internet,https://github.com/Lonero-Team/Decentralized-Internet,Organization,1,2019-10-31 16:18:59,2025-11-07 04:50:30,2275,14,515,186,1607,45102,640,4628,0.8779631836842802,0.11066167163460244,9,org|high,"age=2275d, stale=14d, commits12m=1607, stars=515, forks=186",vuln_critical_per_ncloc:0.99; code_smells_per_ncloc:0.94; vuln_info_per_ncloc:0.93
worst,https://github.com/asappresearch/flambe,https://github.com/asappresearch/flambe,Organization,1,2019-07-29 20:57:45,2025-08-03 17:11:45,2369,110,267,28,0,13928,194,1195,0.7790358892861872,0.11751024946321592,9,org|high,"age=2369d, stale=110d, commits12m=0, stars=267, forks=28",vuln_info_per_ncloc:0.94; vulnerabilities_per_ncloc:0.93; vuln_blocker_per_ncloc:0.88
worst,https://github.com/OpenImagingLab/HDRFlow,https://github.com/OpenImagingLab/HDRFlow,Organization,1,2024-03-01 07:04:17,2025-10-14 07:55:11,693,38,182,8,0,3331,48,170,0.7640709839756323,0.21090855919388982,9,org|high,"age=693d, stale=38d, commits12m=0, stars=182, forks=8",vuln_major_per_ncloc:0.94; code_smells_per_ncloc:0.92; vuln_minor_per_ncloc:0.91
worst,https://github.com/Johnserf-Seed/f2,https://github.com/Johnserf-Seed/f2,User,0,2023-01-15 16:00:01,2025-11-08 11:39:49,1103,12,2082,316,811,31335,215,2860,0.8741557409614621,0.08409382797435971,9,user|high,"age=1103d, stale=12d, commits12m=811, stars=2082, forks=316",vuln_critical_per_ncloc:0.99; code_smells_per_ncloc:0.94; vulnerabilities_per_ncloc:0.91
worst,https://github.com/lschoe/mpyc,https://github.com/lschoe/mpyc,User,0,2018-04-19 05:43:08,2025-11-06 13:30:56,2836,15,407,83,20,23446,93,1229,0.8658455833664416,0.17047888040110876,9,user|high,"age=2836d, stale=15d, commits12m=20, stars=407, forks=83",bugs_per_ncloc:1.00; vuln_major_per_ncloc:0.99; code_smells_per_ncloc:0.98
worst,https://github.com/callahantiff/PheKnowLator,https://github.com/callahantiff/PheKnowLator,User,0,2018-09-22 19:15:12,2025-11-03 11:34:02,2679,18,195,33,0,9762,54,457,0.8512779764269633,0.1249740217688652,9,user|high,"age=2679d, stale=18d, commits12m=0, stars=195, forks=33",security_hotspots_per_ncloc:0.95; vuln_critical_per_ncloc:0.94; vuln_minor_per_ncloc:0.93
worst,https://github.com/ImpulsoGov/saude-mental-indicadores,https://github.com/ImpulsoGov/saude-mental-indicadores,Organization,1,2022-05-31 23:02:54,2024-11-14 16:18:56,1332,371,4,0,0,174,3,0,0.8732949278241292,0.25131745666469635,9,org|low,"age=1332d, stale=371d, commits12m=0, stars=4, forks=0",bugs_per_ncloc:1.00; code_smells_per_ncloc:1.00; vuln_critical_per_ncloc:1.00
worst,https://github.com/biliup-start/VideoPlayer,https://github.com/biliup-start/VideoPlayer,Organization,1,2024-05-30 19:49:47,2025-10-06 05:00:56,602,45,11,0,43,18832,98,1811,0.8603992848629322,0.18825688780261365,9,org|low,"age=602d, stale=45d, commits12m=43, stars=11, forks=0",vuln_critical_per_ncloc:0.99; code_smells_per_ncloc:0.98; bugs_per_ncloc:0.97
worst,https://github.com/ace-lab/pl-ucb-csxxx,https://github.com/ace-lab/pl-ucb-csxxx,Organization,1,2020-06-10 20:12:59,2024-09-29 22:53:47,2052,416,2,7,0,3614,35,252,0.8715898556482586,0.16654822528677804,9,org|very_low,"age=2052d, stale=416d, commits12m=0, stars=2, forks=7",vuln_critical_per_ncloc:0.99; code_smells_per_ncloc:0.97; vuln_info_per_ncloc:0.94
worst,https://github.com/cunningham-lab/neurocaas_contrib,https://github.com/cunningham-lab/neurocaas_contrib,Organization,1,2019-10-23 20:51:44,2021-10-11 13:40:53,2283,1501,2,4,0,8224,69,578,0.8404847040127136,0.12213817593729373,9,org|very_low,"age=2283d, stale=1501d, commits12m=0, stars=2, forks=4",vuln_minor_per_ncloc:0.95; vulnerabilities_per_ncloc:0.93; vuln_info_per_ncloc:0.91
worst,https://github.com/abersheeran/mingshe,https://github.com/abersheeran/mingshe,User,0,2021-05-14 07:03:58,2025-08-20 21:41:17,1715,93,54,3,0,14477,55,882,0.8486293206197855,0.16452308555806583,9,user|mid,"age=1715d, stale=93d, commits12m=0, stars=54, forks=3",vuln_blocker_per_ncloc:0.98; bugs_per_ncloc:0.96; vuln_major_per_ncloc:0.93
worst,https://github.com/itsmedeepak/PyVerse,https://github.com/itsmedeepak/PyVerse,User,0,2021-07-05 14:54:43,2025-10-30 18:59:57,1662,22,46,190,13,5876,143,362,0.8397563236657396,0.08894926273004325,9,user|mid,"age=1662d, stale=22d, commits12m=13, stars=46, forks=190",vulnerabilities_per_ncloc:0.94; vuln_blocker_per_ncloc:0.93; vuln_minor_per_ncloc:0.88
worst,https://github.com/comp-lin-alg/comp-lin-alg-course,https://github.com/comp-lin-alg/comp-lin-alg-course,Organization,1,2020-07-08 08:06:00,2025-10-07 12:43:51,2025,45,22,29,11,1047,24,72,0.783737253343928,0.23574945137863348,9,org|mid,"age=2025d, stale=45d, commits12m=11, stars=22, forks=29",vuln_major_per_ncloc:0.99; code_smells_per_ncloc:0.98; bugs_per_ncloc:0.98
worst,https://github.com/developers-cosmos/Mimasa,https://github.com/developers-cosmos/Mimasa,Organization,1,2023-01-28 05:45:00,2025-01-01 02:12:50,1091,324,38,13,0,2754,90,192,0.7747980399947028,0.10137414098656748,9,org|mid,"age=1091d, stale=324d, commits12m=0, stars=38, forks=13",vulnerabilities_per_ncloc:0.92; vuln_info_per_ncloc:0.92; vuln_blocker_per_ncloc:0.86
mixed,https://github.com/Shekswess/ai-project-template,https://github.com/Shekswess/ai-project-template,User,0,2024-09-17 09:58:17,2025-11-03 08:50:17,493,18,37,7,56,4,9,1,0.5676400476758044,0.41770428004511895,9,user|mid,"age=493d, stale=18d, commits12m=56, stars=37, forks=7",vulnerabilities_per_ncloc:1.00; vuln_blocker_per_ncloc:1.00; bugs_per_ncloc:1.00
mixed,https://github.com/Grey-A/heavyweight-fastapi,https://github.com/Grey-A/heavyweight-fastapi,User,0,2023-08-28 21:59:40,2025-10-27 20:37:46,878,25,23,2,0,214,21,13,0.46267050721758696,0.36491316295454096,9,user|mid,"age=878d, stale=25d, commits12m=0, stars=23, forks=2",vulnerabilities_per_ncloc:0.98; vuln_blocker_per_ncloc:0.97; security_hotspots_per_ncloc:0.84
mixed,https://github.com/dhohirpradana/cors_https,https://github.com/dhohirpradana/cors_https,User,0,2023-05-19 16:39:48,2025-07-29 04:50:26,979,114,7,0,0,47,3,1,0.5673751820950867,0.406669864916797,9,user|low,"age=979d, stale=114d, commits12m=0, stars=7, forks=0",vulnerabilities_per_ncloc:1.00; vuln_blocker_per_ncloc:1.00; security_hotspots_per_ncloc:1.00
mixed,https://github.com/onlythompson/fastapi-microservice-template,https://github.com/onlythompson/fastapi-microservice-template,User,0,2024-08-23 17:38:44,2025-10-31 18:11:21,517,21,18,6,0,64,3,2,0.48109521917626796,0.38957597657744064,9,user|low,"age=517d, stale=21d, commits12m=0, stars=18, forks=6",vulnerabilities_per_ncloc:1.00; vuln_blocker_per_ncloc:0.99; security_hotspots_per_ncloc:0.96
mixed,https://github.com/ethyca/fides-CICD-Quickstart,https://github.com/ethyca/fides-CICD-Quickstart,Organization,1,2023-03-07 16:52:10,2024-07-22 14:22:16,1052,486,3,3,0,17,1,1,0.48448880942921463,0.3943992051087788,9,org|very_low,"age=1052d, stale=486d, commits12m=0, stars=3, forks=3",vulnerabilities_per_ncloc:1.00; vuln_blocker_per_ncloc:1.00; security_hotspots_per_ncloc:0.98
mixed,https://github.com/tooniez/fastapi-streamlit,https://github.com/tooniez/fastapi-streamlit,User,0,2024-08-29 03:41:06,2025-11-05 07:36:06,512,15,2,0,9,76,6,8,0.4921368030724407,0.38504087565218387,9,user|very_low,"age=512d, stale=15d, commits12m=9, stars=2, forks=0",vuln_blocker_per_ncloc:0.99; security_hotspots_per_ncloc:0.98; bugs_per_ncloc:0.97
mixed,https://github.com/saqibur/django-project-structure,https://github.com/saqibur/django-project-structure,User,0,2022-01-18 02:06:14,2025-11-05 19:15:49,1466,16,148,38,4,208,42,5,0.5177459939080916,0.38413724376195574,9,user|high,"age=1466d, stale=16d, commits12m=4, stars=148, forks=38",vuln_blocker_per_ncloc:0.99; vulnerabilities_per_ncloc:0.98; bugs_per_ncloc:0.92
mixed,https://github.com/platformsh-templates/django4,https://github.com/platformsh-templates/django4,Organization,1,2021-12-15 19:50:11,2025-11-08 19:28:16,1499,12,15,10,2079,193,14,2,0.47611243543901466,0.38230017612498796,9,org|low,"age=1499d, stale=12d, commits12m=2079, stars=15, forks=10",vulnerabilities_per_ncloc:0.98; vuln_blocker_per_ncloc:0.97; security_hotspots_per_ncloc:0.95
mixed,https://github.com/microsoft/vscode-remote-try-python,https://github.com/microsoft/vscode-remote-try-python,Organization,1,2019-04-16 22:41:55,2025-11-08 15:36:38,2473,12,897,1724,0,14,2,1,0.5238875645609853,0.3704561919824788,9,org|high,"age=2473d, stale=12d, commits12m=0, stars=897, forks=1724",bugs_per_ncloc:1.00; vuln_major_per_ncloc:0.99; security_hotspots_per_ncloc:0.99
mixed,https://github.com/BattlesnakeOfficial/starter-snake-python,https://github.com/BattlesnakeOfficial/starter-snake-python,Organization,1,2020-01-08 21:58:34,2025-10-04 01:13:07,2206,48,113,398,0,80,3,10,0.5820421136273342,0.3446727397462033,9,org|mid,"age=2206d, stale=48d, commits12m=0, stars=113, forks=398",vuln_info_per_ncloc:1.00; security_hotspots_per_ncloc:0.98; code_smells_per_ncloc:0.96
